exchange_flow_name,exchange_flow_id,exchange_unit,exchange_type,exchange_category,exchange_description,text
Fenoxaprop,a50c5f2c-9a5f-386e-8bb9-92bc8864fbd9,kg,ELEMENTARY_FLOW,Elementary flows/emission/air/troposphere/rural,,"Fenoxaprop.Elementary flows/emission/air/troposphere/rural..
"
Isopropylamine,1fe5ca45-0561-3d68-9272-53b1191f984b,kg,ELEMENTARY_FLOW,Elementary flows/emission/water/fresh water body/river,,"Isopropylamine.Elementary flows/emission/water/fresh water body/river..
"
Trimethylamine,b8b01e76-cc32-363f-b543-c389fcf946be,kg,ELEMENTARY_FLOW,Elementary flows/emission/water/fresh water body/river,,"Trimethylamine.Elementary flows/emission/water/fresh water body/river..
"
"2,3,7,8-Tetrachlorodibenzo-p-dioxin",f21c2fd1-7eb6-3ee7-9cce-3cd94c8d734a,kg,ELEMENTARY_FLOW,Elementary flows/emission/ground,,"2,3,7,8-Tetrachlorodibenzo-p-dioxin.Elementary flows/emission/ground..
"
Propiconazole,f686d29e-d02b-38be-8afb-24b33b530e14,kg,ELEMENTARY_FLOW,Elementary flows/emission/water/fresh water body/river,,"Propiconazole.Elementary flows/emission/water/fresh water body/river..
"
Apatite,30a373fe-374a-39c3-b7b1-3b60d9878169,kg,ELEMENTARY_FLOW,Elementary flows/Resource/ground/subterranean,,"Apatite.Elementary flows/Resource/ground/subterranean..
"
Ethyl cellulose,52162178-a06e-397a-95bb-a61c1aadc0ee,kg,ELEMENTARY_FLOW,Elementary flows/emission/air/troposphere/urban,,"Ethyl cellulose.Elementary flows/emission/air/troposphere/urban..
"
Halosulfuron-methyl,a0217f1a-2d6b-3b69-bd5a-3954ff7f0e49,kg,ELEMENTARY_FLOW,Elementary flows/emission/ground/human-dominated/agricultural,,"Halosulfuron-methyl.Elementary flows/emission/ground/human-dominated/agricultural..
"
"1,4-Butanediol",b5c96655-c17e-3083-9081-4f6f8660b7f1,kg,ELEMENTARY_FLOW,Elementary flows/emission/air/troposphere/urban,,"1,4-Butanediol.Elementary flows/emission/air/troposphere/urban..
"
Barium-140,5e45ec9a-59f7-3cf8-8110-e1d2eb767a20,Bq,ELEMENTARY_FLOW,Elementary flows/emission/water/fresh water body/river,,"Barium-140.Elementary flows/emission/water/fresh water body/river..
"
Benzaldehyde,157770bb-e6f2-3763-b463-3b510716d038,kg,ELEMENTARY_FLOW,Elementary flows/emission/air/troposphere/rural,,"Benzaldehyde.Elementary flows/emission/air/troposphere/rural..
"
Benzene,e18d2152-2f11-3143-acfc-9911c4b54f5e,kg,ELEMENTARY_FLOW,Elementary flows/emission/air/troposphere/urban,,"Benzene.Elementary flows/emission/air/troposphere/urban..
"
Methyl formate,13335c79-b858-3678-93c9-26c7d3ee6f71,kg,ELEMENTARY_FLOW,Elementary flows/emission/air/troposphere/urban,,"Methyl formate.Elementary flows/emission/air/troposphere/urban..
"
Methanol,ef408b84-8daf-3132-9f2d-85c6c79faf4a,kg,ELEMENTARY_FLOW,Elementary flows/emission/water/fresh water body/river,,"Methanol.Elementary flows/emission/water/fresh water body/river..
"
Mercury,15bc7779-105a-334a-b964-3daead05cc90,kg,ELEMENTARY_FLOW,Elementary flows/emission/water/fresh water body/river,,"Mercury.Elementary flows/emission/water/fresh water body/river..
"
Potassium,5cc83f3d-0db7-3f23-8a07-404d4f53eb8a,kg,ELEMENTARY_FLOW,Elementary flows/emission/water/subterranean,,"Potassium.Elementary flows/emission/water/subterranean..
"
Iodine,37a91845-a4d0-3d1d-a6c6-8cc4553611f9,kg,ELEMENTARY_FLOW,Elementary flows/emission/air/troposphere/urban,,"Iodine.Elementary flows/emission/air/troposphere/urban..
"
Sodium-24,14e9f850-290d-341c-94ec-0b76786f3ea4,Bq,ELEMENTARY_FLOW,Elementary flows/emission/water/fresh water body/river,,"Sodium-24.Elementary flows/emission/water/fresh water body/river..
"
Bromine,ce912add-75e8-3da1-b8ed-45b0000e3c9d,kg,ELEMENTARY_FLOW,Elementary flows/emission/water/subterranean,,"Bromine.Elementary flows/emission/water/subterranean..
"
Sulfur dioxide,15e730c0-4400-335e-af9e-768b409f86ba,kg,ELEMENTARY_FLOW,Elementary flows/emission/air/troposphere/very high,,"Sulfur dioxide.Elementary flows/emission/air/troposphere/very high..
"
Pyraclostrobin,f4a72152-d8c8-30cc-8d41-477e91dab8a5,kg,ELEMENTARY_FLOW,Elementary flows/emission/ground/human-dominated/agricultural,,"Pyraclostrobin.Elementary flows/emission/ground/human-dominated/agricultural..
"
Silthiofam,0eb9e7fc-bc50-360f-9c02-beb35f959f98,kg,ELEMENTARY_FLOW,Elementary flows/emission/ground/human-dominated/agricultural,,"Silthiofam.Elementary flows/emission/ground/human-dominated/agricultural..
"
Bifenthrin,5b8f3e67-571d-322d-a07e-be0f9c52e841,kg,ELEMENTARY_FLOW,Elementary flows/emission/ground/human-dominated/agricultural,,"Bifenthrin.Elementary flows/emission/ground/human-dominated/agricultural..
"
Metosulam,c14ae635-fe0d-3d7a-ada6-8e1464555c4a,kg,ELEMENTARY_FLOW,Elementary flows/emission/ground/human-dominated/agricultural,,"Metosulam.Elementary flows/emission/ground/human-dominated/agricultural..
"
Phosphoric acid,a375754a-b9ca-38b8-80f6-d3bfcfbff0c5,kg,ELEMENTARY_FLOW,Elementary flows/emission/air/troposphere/urban,,"Phosphoric acid.Elementary flows/emission/air/troposphere/urban..
"
Acetylene,73cd9398-29ee-358a-b861-d2ee61250ca9,kg,ELEMENTARY_FLOW,Elementary flows/emission/air/troposphere/urban,,"Acetylene.Elementary flows/emission/air/troposphere/urban..
"
o-Nitrobenzoic acid,8310b05c-afce-32b1-956f-dca79ba3beee,kg,ELEMENTARY_FLOW,Elementary flows/emission/air/troposphere/urban,,"o-Nitrobenzoic acid.Elementary flows/emission/air/troposphere/urban..
"
Hydrogen,80849dcd-77d8-320a-b90f-362b600e1fb1,kg,ELEMENTARY_FLOW,Elementary flows/emission/air/troposphere/urban,,"Hydrogen.Elementary flows/emission/air/troposphere/urban..
"
Manganese-54,2428a8cd-3ee9-3e0a-bda1-5c09147e34af,Bq,ELEMENTARY_FLOW,Elementary flows/emission/air/troposphere/rural,,"Manganese-54.Elementary flows/emission/air/troposphere/rural..
"
Radium-228,fd589845-fec3-3a0e-8fd9-f1a4f1b6c40a,Bq,ELEMENTARY_FLOW,Elementary flows/emission/air/troposphere/rural,,"Radium-228.Elementary flows/emission/air/troposphere/rural..
"
Land use,4b92c75e-e528-3f23-bc67-e92977682eb4,m2*a,ELEMENTARY_FLOW,Elementary flows/Resource/ground/human-dominated/industrial,Dump site,"Land use.Elementary flows/Resource/ground/human-dominated/industrial.Dump site.
"
Acetaldehyde,f3fc617b-37c1-30cf-98c1-90db97d896cd,kg,ELEMENTARY_FLOW,Elementary flows/emission/water/fresh water body/river,,"Acetaldehyde.Elementary flows/emission/water/fresh water body/river..
"
Xylene,4c75c0ce-5111-3386-94ae-16cd1fece72b,kg,ELEMENTARY_FLOW,Elementary flows/emission/air/troposphere/rural,,"Xylene.Elementary flows/emission/air/troposphere/rural..
"
Dicamba,ae151cff-d7c6-394d-a8c9-a56b466f6b15,kg,ELEMENTARY_FLOW,Elementary flows/emission/air/troposphere/rural,,"Dicamba.Elementary flows/emission/air/troposphere/rural..
"
Trona,6b9b06bc-c983-3af8-b4b7-600219378bfc,kg,ELEMENTARY_FLOW,Elementary flows/Resource/ground/subterranean,,"Trona.Elementary flows/Resource/ground/subterranean..
"
Lead-210,e20f518e-1e27-386a-8711-7b364a9390ce,Bq,ELEMENTARY_FLOW,Elementary flows/emission/air,,"Lead-210.Elementary flows/emission/air..
"
Ethylene carbonate,87922cbf-bf22-30af-9904-bce6c7b8d20f,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,,"Ethylene carbonate.Elementary flows/emission/water..
"
Acetic acid,c7de4aea-e3ab-3a99-afce-640e99f774da,kg,ELEMENTARY_FLOW,Elementary flows/emission/air/troposphere/urban,,"Acetic acid.Elementary flows/emission/air/troposphere/urban..
"
Metsulfuron-methyl,efbda477-c46c-3aa8-a3af-36f2f46c6389,kg,ELEMENTARY_FLOW,Elementary flows/emission/ground/human-dominated/agricultural,,"Metsulfuron-methyl.Elementary flows/emission/ground/human-dominated/agricultural..
"
Trifloxystrobin,93f3b86c-45ff-3f5f-a244-b389786cdc18,kg,ELEMENTARY_FLOW,Elementary flows/emission/air/troposphere/rural,,"Trifloxystrobin.Elementary flows/emission/air/troposphere/rural..
"
Polonium-210,d4db8e12-ceb5-30bd-847b-7d958abc8dc3,Bq,ELEMENTARY_FLOW,Elementary flows/emission/air,,"Polonium-210.Elementary flows/emission/air..
"
Aluminum,0013ab12-59fa-34b6-88f6-c0e4365d6286,kg,ELEMENTARY_FLOW,Elementary flows/emission/air/troposphere/urban,,"Aluminum.Elementary flows/emission/air/troposphere/urban..
"
Beryllium,10911077-bfb2-35cd-afb0-409c9056be48,kg,ELEMENTARY_FLOW,Elementary flows/emission/water/subterranean,,"Beryllium.Elementary flows/emission/water/subterranean..
"
Dissolved Organic Carbon,a0144424-e240-3024-8e8f-664be2271ef3,kg,ELEMENTARY_FLOW,Elementary flows/emission/water/saline water body/ocean,,"Dissolved Organic Carbon.Elementary flows/emission/water/saline water body/ocean..
"
Lanthanum,6e39e48c-f065-33e5-b9e2-7fc7ca486b63,kg,ELEMENTARY_FLOW,Elementary flows/Resource/ground/subterranean,,"Lanthanum.Elementary flows/Resource/ground/subterranean..
"
Uranium,8980726c-48d1-3abe-a2f3-b4cc26b508c5,kg,ELEMENTARY_FLOW,Elementary flows/emission/water/subterranean,,"Uranium.Elementary flows/emission/water/subterranean..
"
Lead,422174ed-7dc0-32f7-b0b8-2b153fa75842,kg,ELEMENTARY_FLOW,Elementary flows/emission/air/troposphere/very high,,"Lead.Elementary flows/emission/air/troposphere/very high..
"
Methyl ethyl ketone,6cdd52d9-7397-36f0-91d0-9eb4934f267d,kg,ELEMENTARY_FLOW,Elementary flows/emission/air/troposphere/rural,,"Methyl ethyl ketone.Elementary flows/emission/air/troposphere/rural..
"
Silver,b6f02520-4fdf-3828-831f-4322cc340d05,kg,ELEMENTARY_FLOW,Elementary flows/emission/water/fresh water body/river,,"Silver.Elementary flows/emission/water/fresh water body/river..
"
Metazachlor,9f986529-4650-3d27-83a7-0ad5ad0c2c51,kg,ELEMENTARY_FLOW,Elementary flows/emission/ground/human-dominated/agricultural,,"Metazachlor.Elementary flows/emission/ground/human-dominated/agricultural..
"
Biomass,7feeb363-fbeb-37ad-937f-080834b9dc35,kg,ELEMENTARY_FLOW,Elementary flows/Resource/biotic,"Original flow 'Discarded fish, pelagic' emissions to ocean","Biomass.Elementary flows/Resource/biotic.Original flow 'Discarded fish, pelagic' emissions to ocean.
"
Calcite,377e3c86-ad63-3229-98d1-57842c139d67,kg,ELEMENTARY_FLOW,Elementary flows/Resource/ground/subterranean,,"Calcite.Elementary flows/Resource/ground/subterranean..
"
Ethylene,561cda29-b34c-389e-940f-78d1cb4cc0f5,kg,ELEMENTARY_FLOW,Elementary flows/emission/water/fresh water body/river,,"Ethylene.Elementary flows/emission/water/fresh water body/river..
"
Metribuzin,77234e62-8cff-318d-a705-061ce47ad363,kg,ELEMENTARY_FLOW,Elementary flows/emission/ground/human-dominated/agricultural,,"Metribuzin.Elementary flows/emission/ground/human-dominated/agricultural..
"
n-Butyl acetate,6c4a3f12-9102-3b70-8770-44ac0f129251,kg,ELEMENTARY_FLOW,Elementary flows/emission/water/fresh water body/river,,"n-Butyl acetate.Elementary flows/emission/water/fresh water body/river..
"
Krypton-88,7458813b-3bd3-3f38-8227-74d8e8826d14,Bq,ELEMENTARY_FLOW,Elementary flows/emission/air/troposphere/rural,,"Krypton-88.Elementary flows/emission/air/troposphere/rural..
"
Metaldehyde,81e2a72f-42f3-3f9b-9fdc-ebfe99a9a529,kg,ELEMENTARY_FLOW,Elementary flows/emission/ground/human-dominated/agricultural,,"Metaldehyde.Elementary flows/emission/ground/human-dominated/agricultural..
"
"2,4-Dichlorophenol",f0bad8ab-2f23-3e35-9c85-69e3a2c2762a,kg,ELEMENTARY_FLOW,Elementary flows/emission/air/troposphere/urban,,"2,4-Dichlorophenol.Elementary flows/emission/air/troposphere/urban..
"
Carbon monoxide,3fb21335-87be-3726-b31a-8fc9e98ad9cc,kg,ELEMENTARY_FLOW,Elementary flows/emission/air/troposphere/rural,Original flow indicates land transformation origin,"Carbon monoxide.Elementary flows/emission/air/troposphere/rural.Original flow indicates land transformation origin.
"
Chlorimuron-ethyl,ad0a5f9f-2257-350c-8a19-328d50f1d82c,kg,ELEMENTARY_FLOW,Elementary flows/emission/air/troposphere/rural,,"Chlorimuron-ethyl.Elementary flows/emission/air/troposphere/rural..
"
Fipronil,b248f4f7-0313-3c2f-aa82-b658db4fc196,kg,ELEMENTARY_FLOW,Elementary flows/emission/ground/human-dominated/agricultural,,"Fipronil.Elementary flows/emission/ground/human-dominated/agricultural..
"
Ethylenediamine,9225c915-7272-3b2b-a389-334c3a631569,kg,ELEMENTARY_FLOW,Elementary flows/emission/air/troposphere/urban,,"Ethylenediamine.Elementary flows/emission/air/troposphere/urban..
"
Carbon,ea93f518-cd43-35ca-b501-cf8fcc05df6b,kg,ELEMENTARY_FLOW,Elementary flows/emission/ground/human-dominated/agricultural,,"Carbon.Elementary flows/emission/ground/human-dominated/agricultural..
"
Iodide,94256b8b-93ed-3a3b-bf76-7ac0f07fb92b,kg,ELEMENTARY_FLOW,Elementary flows/emission/ground/human-dominated/industrial,,"Iodide.Elementary flows/emission/ground/human-dominated/industrial..
"
Prohexadione calcium,50262cf1-5593-3a22-a385-b8626d563dfc,kg,ELEMENTARY_FLOW,Elementary flows/emission/ground/human-dominated/agricultural,,"Prohexadione calcium.Elementary flows/emission/ground/human-dominated/agricultural..
"
"Energy, heat",48e02d7a-f3a0-3ced-8263-de0dfe985318,MJ,ELEMENTARY_FLOW,Elementary flows/emission/water/subterranean,,"Energy, heat.Elementary flows/emission/water/subterranean..
"
Carbon dioxide,55d3ae67-f66e-3312-aa6a-b604b5147672,kg,ELEMENTARY_FLOW,Elementary flows/emission/air/troposphere/urban,Original flow indicates fossil origin,"Carbon dioxide.Elementary flows/emission/air/troposphere/urban.Original flow indicates fossil origin.
"
Silver-110,6d18c85a-c0a8-337f-902f-6f439b361cf3,Bq,ELEMENTARY_FLOW,Elementary flows/emission/air/troposphere/rural,,"Silver-110.Elementary flows/emission/air/troposphere/rural..
"
Heptane,88cbf80a-4136-3d6a-928e-511f6d13fa7c,kg,ELEMENTARY_FLOW,Elementary flows/emission/air/troposphere/urban,,"Heptane.Elementary flows/emission/air/troposphere/urban..
"
Orbencarb,52b06e76-28c4-3ba4-9449-ff8466432eee,kg,ELEMENTARY_FLOW,Elementary flows/emission/ground/human-dominated/agricultural,,"Orbencarb.Elementary flows/emission/ground/human-dominated/agricultural..
"
Radium-226,643aef04-de1f-3c91-a4d8-71f164dbe30f,Bq,ELEMENTARY_FLOW,Elementary flows/emission/water,,"Radium-226.Elementary flows/emission/water..
"
Polonium-210,2bb65786-7531-3dd0-aea9-7ff293715ea3,Bq,ELEMENTARY_FLOW,Elementary flows/emission/water/fresh water body/river,,"Polonium-210.Elementary flows/emission/water/fresh water body/river..
"
Toluene diisocyanate,cccee784-de14-3e92-b6e5-20f2bfee6039,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"Toluene diisocyanate.Elementary flows/emission/air..
"
Ethylamine,6cac9c90-30da-37e8-8227-11224b8baa61,kg,ELEMENTARY_FLOW,Elementary flows/emission/water/fresh water body/river,,"Ethylamine.Elementary flows/emission/water/fresh water body/river..
"
Antimony,9a0fd2fa-b591-305d-8f06-3f2d6369757e,kg,ELEMENTARY_FLOW,Elementary flows/emission/air/troposphere/urban,,"Antimony.Elementary flows/emission/air/troposphere/urban..
"
Barite,b8cbdc2b-b86f-3f80-b7ba-f126b5f29152,kg,ELEMENTARY_FLOW,Elementary flows/emission/water/saline water body/ocean,,"Barite.Elementary flows/emission/water/saline water body/ocean..
"
Linuron,aeb4d82e-3cd4-3b2b-bfc8-1e681d93d211,kg,ELEMENTARY_FLOW,Elementary flows/emission/ground/human-dominated/agricultural,,"Linuron.Elementary flows/emission/ground/human-dominated/agricultural..
"
Azoxystrobin,3855e5ac-638f-30c4-b923-4e074a929f2d,kg,ELEMENTARY_FLOW,Elementary flows/emission/ground/human-dominated/agricultural,,"Azoxystrobin.Elementary flows/emission/ground/human-dominated/agricultural..
"
Tribenuron-methyl,4b994458-8c8d-3aac-8fa6-45600abad147,kg,ELEMENTARY_FLOW,Elementary flows/emission/ground/human-dominated/agricultural,,"Tribenuron-methyl.Elementary flows/emission/ground/human-dominated/agricultural..
"
Bromoxynil,0e81251d-a19e-3880-ac94-8a312f476e6d,kg,ELEMENTARY_FLOW,Elementary flows/emission/ground/human-dominated/agricultural,,"Bromoxynil.Elementary flows/emission/ground/human-dominated/agricultural..
"
Uranium,bdff254b-ff47-305e-99ee-ff2dddd46876,kg,ELEMENTARY_FLOW,Elementary flows/emission/water/saline water body/ocean,,"Uranium.Elementary flows/emission/water/saline water body/ocean..
"
Magnesium,7e075722-4725-3d1b-868e-5538e230fd14,kg,ELEMENTARY_FLOW,Elementary flows/emission/ground/human-dominated/industrial,,"Magnesium.Elementary flows/emission/ground/human-dominated/industrial..
"
Polycyclic aromatic hydrocarbons,62b93eeb-fd5d-317f-92a0-2ba752e4f36a,kg,ELEMENTARY_FLOW,Elementary flows/emission/water/subterranean,,"Polycyclic aromatic hydrocarbons.Elementary flows/emission/water/subterranean..
"
Cyanide,605febf5-6f0d-3a65-9580-872956cec9d0,kg,ELEMENTARY_FLOW,Elementary flows/emission/air/troposphere/urban,,"Cyanide.Elementary flows/emission/air/troposphere/urban..
"
Sulfur,258b9e4c-5898-3773-8ca7-d1f3ba7d4f13,kg,ELEMENTARY_FLOW,Elementary flows/emission/water/subterranean,,"Sulfur.Elementary flows/emission/water/subterranean..
"
Diclofop,739f129b-205e-361d-a454-a259fe4ef25a,kg,ELEMENTARY_FLOW,Elementary flows/emission/ground/human-dominated/agricultural,,"Diclofop.Elementary flows/emission/ground/human-dominated/agricultural..
"
Diuron,462888fa-bcdb-3733-8e1f-1bea2b179807,kg,ELEMENTARY_FLOW,Elementary flows/emission/ground/human-dominated/agricultural,,"Diuron.Elementary flows/emission/ground/human-dominated/agricultural..
"
"Particulate matter, ≤ 2.5μm",e17c23a6-a53b-3774-b099-786f76deb85c,kg,ELEMENTARY_FLOW,Elementary flows/emission/air/troposphere/urban,,"Particulate matter, ≤ 2.5μm.Elementary flows/emission/air/troposphere/urban..
"
Calcium,e6b3d93e-d802-33aa-b679-475f4f2df14a,kg,ELEMENTARY_FLOW,Elementary flows/emission/water/fresh water body/river,,"Calcium.Elementary flows/emission/water/fresh water body/river..
"
Hexachlorobenzene,113300d0-5ff5-36d9-9f44-073673c9fcc0,kg,ELEMENTARY_FLOW,Elementary flows/emission/air/troposphere/rural,,"Hexachlorobenzene.Elementary flows/emission/air/troposphere/rural..
"
Boron,796a409c-131b-3cfc-8444-5fa0a57c818e,kg,ELEMENTARY_FLOW,Elementary flows/emission/water/subterranean,,"Boron.Elementary flows/emission/water/subterranean..
"
Silicon,9a074231-cad8-3752-bcef-9cedb24aa4bb,kg,ELEMENTARY_FLOW,Elementary flows/emission/ground/human-dominated/agricultural,,"Silicon.Elementary flows/emission/ground/human-dominated/agricultural..
"
Chromium,cabd41af-f37c-3c6d-b68b-871db8163a19,kg,ELEMENTARY_FLOW,Elementary flows/emission/water/fresh water body/river,,"Chromium.Elementary flows/emission/water/fresh water body/river..
"
Triethylene glycol,016408d1-04fa-36a1-babb-0424a77dd8b5,kg,ELEMENTARY_FLOW,Elementary flows/emission/water/saline water body/ocean,,"Triethylene glycol.Elementary flows/emission/water/saline water body/ocean..
"
Antimony-125,6729d23b-5e28-3e27-ab43-d0402d2acd41,Bq,ELEMENTARY_FLOW,Elementary flows/emission/water/fresh water body/river,,"Antimony-125.Elementary flows/emission/water/fresh water body/river..
"
Carbendazim,b5063b33-8945-3a8d-a763-9183a58e0e4d,kg,ELEMENTARY_FLOW,Elementary flows/emission/ground/human-dominated/agricultural,,"Carbendazim.Elementary flows/emission/ground/human-dominated/agricultural..
"
"Solvents, chlorinated",ec5c8c51-f765-3eaf-9419-6a3068f9c9b4,kg,ELEMENTARY_FLOW,Elementary flows/emission/water/fresh water body/river,,"Solvents, chlorinated.Elementary flows/emission/water/fresh water body/river..
"
Desmedipham,aaed5bdb-30d6-316a-820f-1941d53f088f,kg,ELEMENTARY_FLOW,Elementary flows/emission/ground/human-dominated/agricultural,,"Desmedipham.Elementary flows/emission/ground/human-dominated/agricultural..
"
Methane,a81e5ff3-ddea-3521-854e-3d0ec0912182,kg,ELEMENTARY_FLOW,Elementary flows/emission/air/troposphere/rural,Original flow indicates land transformation origin,"Methane.Elementary flows/emission/air/troposphere/rural.Original flow indicates land transformation origin.
"
"Particulate matter, > 2.5μm and ≤ 10μm",f0dcfb5e-67e7-35c0-8e15-b01af6febad1,kg,ELEMENTARY_FLOW,Elementary flows/emission/air/troposphere/rural,,"Particulate matter, > 2.5μm and ≤ 10μm.Elementary flows/emission/air/troposphere/rural..
"
Carbon tetrachloride,8b4fec82-3c33-3d99-b627-f8754975a484,kg,ELEMENTARY_FLOW,Elementary flows/emission/air/troposphere/urban,,"Carbon tetrachloride.Elementary flows/emission/air/troposphere/urban..
"
Metolachlor,bd00f05b-88f0-30f3-a9a0-0ba550834694,kg,ELEMENTARY_FLOW,Elementary flows/emission/water/subterranean,,"Metolachlor.Elementary flows/emission/water/subterranean..
"
Copper,20d29f58-853a-32d2-83b2-1aec8c85205d,kg,ELEMENTARY_FLOW,Elementary flows/emission/air/troposphere/urban,,"Copper.Elementary flows/emission/air/troposphere/urban..
"
Iodine-133,276737c9-2113-3472-a96b-fe330b5aad8b,Bq,ELEMENTARY_FLOW,Elementary flows/emission/air/troposphere/rural,,"Iodine-133.Elementary flows/emission/air/troposphere/rural..
"
Ethylene oxide,350e4f9b-bf82-3569-b54c-5b66cc90871b,kg,ELEMENTARY_FLOW,Elementary flows/emission/air/troposphere/rural,,"Ethylene oxide.Elementary flows/emission/air/troposphere/rural..
"
Thifensulfuron,f6c760c4-28f2-352d-be20-d140a4be8e13,kg,ELEMENTARY_FLOW,Elementary flows/emission/air/troposphere/rural,,"Thifensulfuron.Elementary flows/emission/air/troposphere/rural..
"
"Actinides, unspecified",d1116645-2498-3142-ab1c-cac0c591a10f,kBq,ELEMENTARY_FLOW,Elementary flows/emission/air/troposphere/rural,,"Actinides, unspecified.Elementary flows/emission/air/troposphere/rural..
"
Silver-110,1d8e7257-22ff-35cd-9669-0e5caa707f9d,Bq,ELEMENTARY_FLOW,Elementary flows/emission/water/fresh water body/river,,"Silver-110.Elementary flows/emission/water/fresh water body/river..
"
Platinum ore,99a415eb-a249-35dc-8f3a-92abf963724d,kg,ELEMENTARY_FLOW,Elementary flows/Resource/ground/subterranean,,"Platinum ore.Elementary flows/Resource/ground/subterranean..
"
Carbon disulfide,ac272820-2f03-3c80-a84d-ab538dc345cc,kg,ELEMENTARY_FLOW,Elementary flows/emission/air/troposphere/urban,,"Carbon disulfide.Elementary flows/emission/air/troposphere/urban..
"
Lenacil,193901af-1d91-3411-b5c6-534d3269f3d5,kg,ELEMENTARY_FLOW,Elementary flows/emission/ground/human-dominated/agricultural,,"Lenacil.Elementary flows/emission/ground/human-dominated/agricultural..
"
Chlorpyrifos,a68f27f2-78ad-36c7-a990-843b22d12b77,kg,ELEMENTARY_FLOW,Elementary flows/emission/air/troposphere/rural,,"Chlorpyrifos.Elementary flows/emission/air/troposphere/rural..
"
Pentachlorobenzene,73a317cc-eb23-35dc-aa06-4607d8a27792,kg,ELEMENTARY_FLOW,Elementary flows/emission/air/troposphere/urban,,"Pentachlorobenzene.Elementary flows/emission/air/troposphere/urban..
"
Styrene,e51c28da-6aed-3890-8b5d-cd5117fd3783,kg,ELEMENTARY_FLOW,Elementary flows/emission/air/troposphere/urban,,"Styrene.Elementary flows/emission/air/troposphere/urban..
"
Platinum,0daf51aa-16a5-3c03-a62d-e36f706d0077,kg,ELEMENTARY_FLOW,Elementary flows/emission/air/troposphere/urban,,"Platinum.Elementary flows/emission/air/troposphere/urban..
"
Antimony-125,ece4f5f2-b0f0-3b2b-9ce9-beea59c2013e,Bq,ELEMENTARY_FLOW,Elementary flows/emission/air/troposphere/rural,,"Antimony-125.Elementary flows/emission/air/troposphere/rural..
"
Orthophosphate,23b246a3-0731-3032-b1eb-5f22fdc31cb4,kg,ELEMENTARY_FLOW,Elementary flows/emission/water/saline water body/ocean,,"Orthophosphate.Elementary flows/emission/water/saline water body/ocean..
"
"2,4-DB",7dec54db-36b8-353a-8ba4-bcdfd753eb3e,kg,ELEMENTARY_FLOW,Elementary flows/emission/water/subterranean,,"2,4-DB.Elementary flows/emission/water/subterranean..
"
Aclonifen,ca76c78a-c30b-350f-8a95-81654439d5d9,kg,ELEMENTARY_FLOW,Elementary flows/emission/ground/human-dominated/agricultural,,"Aclonifen.Elementary flows/emission/ground/human-dominated/agricultural..
"
Gangue,9de7ecb0-8941-3604-8a4e-7b013d1e6456,kg,ELEMENTARY_FLOW,Elementary flows/Resource/ground/subterranean,,"Gangue.Elementary flows/Resource/ground/subterranean..
"
o-Chlorotoluene,a05d35fd-e275-3b1b-b9ba-ff5b3c1704e5,kg,ELEMENTARY_FLOW,Elementary flows/emission/air/troposphere/urban,,"o-Chlorotoluene.Elementary flows/emission/air/troposphere/urban..
"
Fluorine,04d4aa5b-20d0-368a-9878-ce855c600c0c,kg,ELEMENTARY_FLOW,Elementary flows/emission/air/troposphere/urban,,"Fluorine.Elementary flows/emission/air/troposphere/urban..
"
Land use,4b92c75e-e528-3f23-bc67-e92977682eb4,m2*a,ELEMENTARY_FLOW,Elementary flows/Resource/ground/human-dominated/industrial,"Urban, discontinuously built","Land use.Elementary flows/Resource/ground/human-dominated/industrial.Urban, discontinuously built.
"
Pendimethalin,8fd7e006-2f6b-352c-8ce3-3a701c34fc56,kg,ELEMENTARY_FLOW,Elementary flows/emission/ground/human-dominated/agricultural,,"Pendimethalin.Elementary flows/emission/ground/human-dominated/agricultural..
"
Glyphosate,73ad2679-4961-339b-810b-13abce4b219e,kg,ELEMENTARY_FLOW,Elementary flows/emission/water/subterranean,,"Glyphosate.Elementary flows/emission/water/subterranean..
"
"Oils, unspecified",c69aaf77-7aac-43ab-9d5b-9b58fbca4529,kg,ELEMENTARY_FLOW,Elementary flows/emission/non-FEDEFL/ground/terrestrial/forest,,"Oils, unspecified.Elementary flows/emission/non-FEDEFL/ground/terrestrial/forest..
"
Radon-222,11a32a93-218c-3322-b620-b25f3dab1bb8,Bq,ELEMENTARY_FLOW,Elementary flows/emission/air,,"Radon-222.Elementary flows/emission/air..
"
Formaldehyde,687b43c9-a0d1-3e65-bd7e-2b3d7a8708cc,kg,ELEMENTARY_FLOW,Elementary flows/emission/air/troposphere/very high,,"Formaldehyde.Elementary flows/emission/air/troposphere/very high..
"
Tetramethylammonium hydroxide,e79af595-6c22-3101-8d21-0d543bfd020b,kg,ELEMENTARY_FLOW,Elementary flows/emission/air/troposphere/urban,,"Tetramethylammonium hydroxide.Elementary flows/emission/air/troposphere/urban..
"
Ruthenium-103,5bde5e60-ad3c-3fd3-a4a2-90444cafd80d,Bq,ELEMENTARY_FLOW,Elementary flows/emission/air/troposphere/rural,,"Ruthenium-103.Elementary flows/emission/air/troposphere/rural..
"
