domain,exchange_flow_name,exchange_supplying_process_id,exchange_supplying_process_location,exchange_supplying_process_name,info_process_id,info_process_location,info_process_name,info_unit,n_row_amount,n_row_unit,process_name,reason
technosphere,"Phthalic anhydride, at plant",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.074,kg,"Unsaturated polyester, UPR, resin, at plant",Cutoff dummy flow skipped
technosphere,"Tetrabromophthalic acid, at plant",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.0071,kg,"Unsaturated polyester, UPR, resin, at plant",Cutoff dummy flow skipped
technosphere,"Neo pentyl glycol, at plant",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.014,kg,"Unsaturated polyester, UPR, resin, at plant",Cutoff dummy flow skipped
technosphere,"Maleic anhydride, at plant",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.18,kg,"Unsaturated polyester, UPR, resin, at plant",Cutoff dummy flow skipped
technosphere,"Propylene Glycol, liquid, at plant",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.081,kg,"Unsaturated polyester, UPR, resin, at plant",Cutoff dummy flow skipped
technosphere,"Propylene Glycol, liquid, at plant",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.015,kg,"Unsaturated polyester, UPR, resin, at plant",Cutoff dummy flow skipped
technosphere,"Formic acid, 10% solution, at plant",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.000474,kg,"Urea formaldehyde, UF, resin, neat, 65% solids",Cutoff dummy flow skipped
technosphere,"Urea, at regional storehouse",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.473,kg,"Urea formaldehyde, UF, resin, neat, 65% solids",Cutoff dummy flow skipped
technosphere,"Ammonium sulfate, 20% solids, at plant",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.000158,kg,"Urea formaldehyde, UF, resin, neat, 65% solids",Cutoff dummy flow skipped
technosphere,"Balsa wood, at plant",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.23,kg,"Vacuum infusion, rigid composites part, at plant",Cutoff dummy flow skipped
technosphere,"Gelcoat, UPR & styrene-based, at plant",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.041,kg,"Vacuum infusion, rigid composites part, at plant",Cutoff dummy flow skipped
technosphere,"Filler, synthetic, at plant",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.0029,kg,"Vacuum infusion, rigid composites part, at plant",Cutoff dummy flow skipped
technosphere,"Continuous strand mat, glass fiber based, at plant",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.25,kg,"Vacuum infusion, rigid composites part, at plant",Cutoff dummy flow skipped
technosphere,"Electricity, from renewable source, unspecified",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.007,kWh,Vinyl ester resin; at plant,Cutoff dummy flow skipped
technosphere,"Acrylic acid, at plant",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.129,kg,Vinyl ester resin; at plant,Cutoff dummy flow skipped
technosphere,"Bisphenol A, at plant",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.079,kg,Vinyl ester resin; at plant,Cutoff dummy flow skipped
technosphere,"Potash Fertilizer (K2O), at plant",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.0037422,kg,"Wheat, at field",Cutoff dummy flow skipped
technosphere,"Agrochemicals, at plant",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.00017116,kg,"Wheat, at field",Cutoff dummy flow skipped
technosphere,"Potash Fertilizer (K2O), at plant",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.0037422,kg,"Wheat, at field",Cutoff dummy flow skipped
technosphere,"Agrochemicals, at plant",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.00017116,kg,"Wheat, at field",Cutoff dummy flow skipped
technosphere,Baling,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,3420.0000000000005,m2,"Winter wheat straw, carted",Cutoff dummy flow skipped
technosphere,"Transport, tractor and trailer",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.38835,t*km,"Winter wheat straw, carted",Cutoff dummy flow skipped
technosphere,"Conveyor belt, at plant",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,3.4747e-05,m,"Winter wheat straw, ground and stored",Cutoff dummy flow skipped
technosphere,"Agricultural machinery, general, production",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.9,kg,"Winter wheat straw, ground and stored",Cutoff dummy flow skipped
technosphere,Loading bales,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,1.43,Item(s),"Winter wheat straw, ground and stored",Cutoff dummy flow skipped
technosphere,"Dried roughage store, non ventilated",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,1.1723e-07,m3,"Winter wheat straw, ground and stored",Cutoff dummy flow skipped
technosphere,"Fodder loading, by self-loading trailer",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,2.7751,m3,"Winter wheat straw, ground and stored",Cutoff dummy flow skipped
technosphere,Boiler streamline treatment,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,3.66755202096248e-06,kg,"Wood Combusted, at boiler, at cellulosic fiberboard mill",Cutoff dummy flow skipped
technosphere,"Electricity, at wind power plant, unspecified",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.001066,kWh,"Wood Combusted, at boiler, at cellulosic fiberboard mill",Cutoff dummy flow skipped
technosphere,"Solvent, at plant",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,6.707e-07,kg,"Wood Combusted, at boiler, at cellulosic fiberboard mill",Cutoff dummy flow skipped
technosphere,"Solvent, at plant",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,4.617e-08,kg,"Wood Combusted, at boiler, at cellulosic fiberboard mill",Cutoff dummy flow skipped
technosphere,"Electricity, from renewable source, unspecified",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.000164,kWh,"Wood Combusted, at boiler, at cellulosic fiberboard mill",Cutoff dummy flow skipped
technosphere,"Urea, at regional storehouse",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.00314799,kg,"Wood Combusted, at boiler, at cellulosic fiberboard mill",Cutoff dummy flow skipped
technosphere,"Electricity, hydropower, at power plant, unspecified",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.028126,kWh,"Wood Combusted, at boiler, at cellulosic fiberboard mill",Cutoff dummy flow skipped
technosphere,"Water treatment, at plant",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.0001225,kg,"Wood Combusted, at boiler, at cellulosic fiberboard mill",Cutoff dummy flow skipped
technosphere,Boiler streamline treatment,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,3.66755202096248e-06,kg,"Wood Combusted, at boiler, at cellulosic fiberboard mill",Cutoff dummy flow skipped
technosphere,"Electricity, at wind power plant, unspecified",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.001066,kWh,"Wood Combusted, at boiler, at cellulosic fiberboard mill",Cutoff dummy flow skipped
technosphere,"Solvent, at plant",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,6.707e-07,kg,"Wood Combusted, at boiler, at cellulosic fiberboard mill",Cutoff dummy flow skipped
technosphere,"Solvent, at plant",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,4.617e-08,kg,"Wood Combusted, at boiler, at cellulosic fiberboard mill",Cutoff dummy flow skipped
technosphere,"Electricity, from renewable source, unspecified",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.000164,kWh,"Wood Combusted, at boiler, at cellulosic fiberboard mill",Cutoff dummy flow skipped
technosphere,"Urea, at regional storehouse",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.00314799,kg,"Wood Combusted, at boiler, at cellulosic fiberboard mill",Cutoff dummy flow skipped
technosphere,"Electricity, hydropower, at power plant, unspecified",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.028126,kWh,"Wood Combusted, at boiler, at cellulosic fiberboard mill",Cutoff dummy flow skipped
technosphere,"Water treatment, at plant",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.0001225,kg,"Wood Combusted, at boiler, at cellulosic fiberboard mill",Cutoff dummy flow skipped
technosphere,"Solvent, at plant",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,6.707e-07,kg,"Wood Combusted, at boiler, at hardboard mill",Cutoff dummy flow skipped
technosphere,"Urea, at regional storehouse",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.00314799,kg,"Wood Combusted, at boiler, at hardboard mill",Cutoff dummy flow skipped
technosphere,Boiler streamline treatment,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,3.66755202096248e-06,kg,"Wood Combusted, at boiler, at hardboard mill",Cutoff dummy flow skipped
technosphere,"Solvent, at plant",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,4.617e-08,kg,"Wood Combusted, at boiler, at hardboard mill",Cutoff dummy flow skipped
technosphere,"Water treatment, at plant",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.0001225,kg,"Wood Combusted, at boiler, at hardboard mill",Cutoff dummy flow skipped
technosphere,"Solvent, at plant",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,6.707e-07,kg,"Wood Combusted, at boiler, at hardboard mill",Cutoff dummy flow skipped
technosphere,"Urea, at regional storehouse",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.00314799,kg,"Wood Combusted, at boiler, at hardboard mill",Cutoff dummy flow skipped
technosphere,Boiler streamline treatment,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,3.66755202096248e-06,kg,"Wood Combusted, at boiler, at hardboard mill",Cutoff dummy flow skipped
technosphere,"Solvent, at plant",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,4.617e-08,kg,"Wood Combusted, at boiler, at hardboard mill",Cutoff dummy flow skipped
technosphere,"Water treatment, at plant",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.0001225,kg,"Wood Combusted, at boiler, at hardboard mill",Cutoff dummy flow skipped
technosphere,Fuel wood; hardwood; kiln-dried; at planer mill,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.12,kg,"Wood fuel, hardwood, gen at lumber mill, combusted in industrial boiler, NE-NC",Cutoff dummy flow skipped
technosphere,Wood fuel; softwood; kiln dried,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.32,kg,"Wood fuel, softwood, gen at lumber mill, combusted in industrial boiler, NE-NC",Cutoff dummy flow skipped
technosphere,Fuel wood; softwood; green; at sawmill,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.68,kg,"Wood fuel, softwood, gen at lumber mill, combusted in industrial boiler, NE-NC",Cutoff dummy flow skipped
technosphere,Wood fuel; softwood; green,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,1.0,kg,"Wood, softwood, INW, generated at lumber mill, combusted in industrial boiler",Cutoff dummy flow skipped
technosphere,"Sand, gravel, clay, phosphate, other nonmetallic minerals",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.53,USD,Zeolite Bridge; USLCI to USEEIO,Cutoff dummy flow skipped
technosphere,"Overburden, stockpiled, on-site, for unspecified beneficial use",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,44496.9069435986,kg,"Zinc, Special High Grade",Cutoff dummy flow skipped
technosphere,"Tailings, stockpiled, on-site, for unspecified beneficial use",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,5045.04646078333,kg,"Zinc, Special High Grade",Cutoff dummy flow skipped
technosphere,"Zinc waste inputs (50% Zn), life cycle production residue, recovered",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,35.8430310253808,kg,"Zinc, Special High Grade",Cutoff dummy flow skipped
technosphere,"Slag, production residue, recovered",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,52.2998869123757,kg,"Zinc, Special High Grade",Cutoff dummy flow skipped
technosphere,"Zinc scrap, life cycle production residue, recovered",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,51.2851617279055,kg,"Zinc, Special High Grade",Cutoff dummy flow skipped
technosphere,Nuclear energy,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,12.691325519587,MJ,"Zinc, Special High Grade",Cutoff dummy flow skipped
technosphere,"Overburden, stockpiled, on-site, for unspecified beneficial use",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,48.274282688894,kg,"Zinc, sheet",Cutoff dummy flow skipped
technosphere,"Tailings, stockpiled, on-site, for unspecified beneficial use",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,6.16459053017929,kg,"Zinc, sheet",Cutoff dummy flow skipped
technosphere,"Zinc scrap, life cycle production residue, recovered",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.095250775955964,kg,"Zinc, sheet",Cutoff dummy flow skipped
technosphere,"Zinc waste inputs (50% Zn), life cycle production residue, recovered",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.0428854871295227,kg,"Zinc, sheet",Cutoff dummy flow skipped
technosphere,"Slag, production residue, recovered",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.0484086236530665,kg,"Zinc, sheet",Cutoff dummy flow skipped
technosphere,"Overburden, stockpiled, on-site, for unspecified beneficial use",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,48.274282688894,kg,"Zinc, sheet",Cutoff dummy flow skipped
technosphere,"Tailings, stockpiled, on-site, for unspecified beneficial use",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,6.16459053017929,kg,"Zinc, sheet",Cutoff dummy flow skipped
technosphere,"Zinc scrap, life cycle production residue, recovered",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.095250775955964,kg,"Zinc, sheet",Cutoff dummy flow skipped
technosphere,"Zinc waste inputs (50% Zn), life cycle production residue, recovered",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.0428854871295227,kg,"Zinc, sheet",Cutoff dummy flow skipped
technosphere,"Slag, production residue, recovered",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.0484086236530665,kg,"Zinc, sheet",Cutoff dummy flow skipped
technosphere,zinc,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,4.743830152077525e-09,kg,"coal extraction and processing - Central Appalachia, BIT, Processing",Cutoff dummy flow skipped
technosphere,residual oil,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,3.2525666621312582e-09,kg,"coal extraction and processing - Central Appalachia, BIT, Processing",Cutoff dummy flow skipped
technosphere,cast iron,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,2.479123015274443e-07,kg,"coal extraction and processing - Central Appalachia, BIT, Processing",Cutoff dummy flow skipped
technosphere,liquefied petroleum gas,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,6.796244791429819e-11,kg,"coal extraction and processing - Central Appalachia, BIT, Processing",Cutoff dummy flow skipped
technosphere,petroleum coke,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,1.997114440676641e-07,kg,"coal extraction and processing - Central Appalachia, BIT, Processing",Cutoff dummy flow skipped
technosphere,copper,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,5.944340408867753e-09,kg,"coal extraction and processing - Central Appalachia, BIT, Processing",Cutoff dummy flow skipped
technosphere,"rubber, styrene-butadiene",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,7.906660510403144e-07,kg,"coal extraction and processing - Central Appalachia, BIT, Processing",Cutoff dummy flow skipped
technosphere,Light fuel oil,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,5.56643118434849e-07,kg,"coal extraction and processing - Central Appalachia, BIT, Processing",Cutoff dummy flow skipped
technosphere,"Water, reclaimed",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.0002637688660778,kg,"coal extraction and processing - Central Appalachia, BIT, Processing",Cutoff dummy flow skipped
technosphere,Ammonium nitrate,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.0016957461438655,kg,"coal extraction and processing - Central Appalachia, BIT, Processing",Cutoff dummy flow skipped
technosphere,"natural gas, delivered",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,1.546664656173771e-07,kg,"coal extraction and processing - Central Appalachia, BIT, Processing",Cutoff dummy flow skipped
technosphere,asphalt,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.0002037636242802,kg,"coal extraction and processing - Central Appalachia, BIT, Processing",Cutoff dummy flow skipped
technosphere,polyvinyl chloride (PVC),Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,9.520012157485624e-08,kg,"coal extraction and processing - Central Appalachia, BIT, Processing",Cutoff dummy flow skipped
technosphere,"rubber, styrene-butadiene",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,9.57435530295143e-07,kg,"coal extraction and processing - Central Appalachia, BIT, Surface",Cutoff dummy flow skipped
technosphere,Light fuel oil,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,1.978923634382002e-07,kg,"coal extraction and processing - Central Appalachia, BIT, Surface",Cutoff dummy flow skipped
technosphere,cast iron,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,2.472921241614265e-07,kg,"coal extraction and processing - Central Appalachia, BIT, Surface",Cutoff dummy flow skipped
technosphere,liquefied petroleum gas,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,6.556450072060437e-11,kg,"coal extraction and processing - Central Appalachia, BIT, Surface",Cutoff dummy flow skipped
technosphere,"Water, reclaimed",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,9.37725493783798e-05,kg,"coal extraction and processing - Central Appalachia, BIT, Surface",Cutoff dummy flow skipped
technosphere,Ammonium nitrate,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.0016130220445857,kg,"coal extraction and processing - Central Appalachia, BIT, Surface",Cutoff dummy flow skipped
technosphere,zinc,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,4.731967140177917e-09,kg,"coal extraction and processing - Central Appalachia, BIT, Surface",Cutoff dummy flow skipped
technosphere,asphalt,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,9.8340514054499e-07,kg,"coal extraction and processing - Central Appalachia, BIT, Surface",Cutoff dummy flow skipped
technosphere,residual oil,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,3.137809853676065e-09,kg,"coal extraction and processing - Central Appalachia, BIT, Surface",Cutoff dummy flow skipped
technosphere,petroleum coke,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,1.926653709115409e-07,kg,"coal extraction and processing - Central Appalachia, BIT, Surface",Cutoff dummy flow skipped
technosphere,"natural gas, delivered",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,1.4992859074814496e-07,kg,"coal extraction and processing - Central Appalachia, BIT, Surface",Cutoff dummy flow skipped
technosphere,polyvinyl chloride (PVC),Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,9.496176270061413e-08,kg,"coal extraction and processing - Central Appalachia, BIT, Surface",Cutoff dummy flow skipped
technosphere,copper,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,5.929477428498013e-09,kg,"coal extraction and processing - Central Appalachia, BIT, Surface",Cutoff dummy flow skipped
technosphere,zinc,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,4.778855649563399e-09,kg,"coal extraction and processing - Central Appalachia, BIT, Underground",Cutoff dummy flow skipped
technosphere,asphalt,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.0008024714495583,kg,"coal extraction and processing - Central Appalachia, BIT, Underground",Cutoff dummy flow skipped
technosphere,residual oil,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,3.5913857023589452e-09,kg,"coal extraction and processing - Central Appalachia, BIT, Underground",Cutoff dummy flow skipped
technosphere,"rubber, styrene-butadiene",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,2.9827979822417733e-07,kg,"coal extraction and processing - Central Appalachia, BIT, Underground",Cutoff dummy flow skipped
technosphere,copper,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,5.988223301844548e-09,kg,"coal extraction and processing - Central Appalachia, BIT, Underground",Cutoff dummy flow skipped
technosphere,"natural gas, delivered",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,1.68655023137595e-07,kg,"coal extraction and processing - Central Appalachia, BIT, Underground",Cutoff dummy flow skipped
technosphere,polyvinyl chloride (PVC),Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,9.590387524392057e-08,kg,"coal extraction and processing - Central Appalachia, BIT, Underground",Cutoff dummy flow skipped
technosphere,liquefied petroleum gas,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,7.504237787768024e-11,kg,"coal extraction and processing - Central Appalachia, BIT, Underground",Cutoff dummy flow skipped
technosphere,cast iron,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,2.4974337284036893e-07,kg,"coal extraction and processing - Central Appalachia, BIT, Underground",Cutoff dummy flow skipped
technosphere,Light fuel oil,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,1.615853357245048e-06,kg,"coal extraction and processing - Central Appalachia, BIT, Underground",Cutoff dummy flow skipped
technosphere,"Water, reclaimed",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.0007656823441688,kg,"coal extraction and processing - Central Appalachia, BIT, Underground",Cutoff dummy flow skipped
technosphere,petroleum coke,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,2.205149482454909e-07,kg,"coal extraction and processing - Central Appalachia, BIT, Underground",Cutoff dummy flow skipped
technosphere,Ammonium nitrate,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.0019399887321614,kg,"coal extraction and processing - Central Appalachia, BIT, Underground",Cutoff dummy flow skipped
technosphere,zinc,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,5.3773647901959464e-09,kg,"coal extraction and processing - Central Interior, BIT, Surface",Cutoff dummy flow skipped
technosphere,residual oil,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,3.3667541041235833e-09,kg,"coal extraction and processing - Central Interior, BIT, Surface",Cutoff dummy flow skipped
technosphere,"natural gas, delivered",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,1.6058286509239818e-07,kg,"coal extraction and processing - Central Interior, BIT, Surface",Cutoff dummy flow skipped
technosphere,Light fuel oil,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,3.368387844720107e-07,kg,"coal extraction and processing - Central Interior, BIT, Surface",Cutoff dummy flow skipped
technosphere,asphalt,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,2.4931614954283744e-07,kg,"coal extraction and processing - Central Interior, BIT, Surface",Cutoff dummy flow skipped
technosphere,copper,Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,6.738206446604697e-09,kg,"coal extraction and processing - Central Interior, BIT, Surface",Cutoff dummy flow skipped
technosphere,"Water, reclaimed",Error:Cutoff dummy flow,Error:This flow is missing defaultProvider,Error:This flow is missing defaultProvider,,,,,0.003496141403337,kg,"coal extraction and processing - Central Interior, BIT, Surface",Cutoff dummy flow skipped
