id1,id2,flow,unit,description,type,emission_id,database,,,
"('biosphere3', 'ebc5f04e-ae40-49b1-b07b-495f67e26c28')",ebc5f04e-ae40-49b1-b07b-495f67e26c28,Rubidium,kilogram,water; ocean,emission,ebc5f04e-ae40-49b1-b07b-495f67e26c28,biosphere3,,,
"('biosphere3', '92fab0ed-7e96-4b70-8e97-e9738f8bcce6')",92fab0ed-7e96-4b70-8e97-e9738f8bcce6,Rubidium,kilogram,water; ground-,emission,92fab0ed-7e96-4b70-8e97-e9738f8bcce6,biosphere3,,,
"('biosphere3', 'df8d7d19-797a-5677-8136-88d31d9d0305')",df8d7d19-797a-5677-8136-88d31d9d0305,Rubidium,kilogram,natural resource; in ground,natural resource,df8d7d19-797a-5677-8136-88d31d9d0305,biosphere3,,,
"('biosphere3', 'c7ef04b7-15e1-5cb9-a2c8-93d15d4e36a4')",c7ef04b7-15e1-5cb9-a2c8-93d15d4e36a4,Ruthenium,kilogram,natural resource; in ground,natural resource,c7ef04b7-15e1-5cb9-a2c8-93d15d4e36a4,biosphere3,,,
"('biosphere3', '22798ed2-c8bb-42d5-8d7c-8e3b14d3bc3e')",22798ed2-c8bb-42d5-8d7c-8e3b14d3bc3e,Ruthenium-103,kilo Becquerel,air; non-urban air or from high stacks,emission,22798ed2-c8bb-42d5-8d7c-8e3b14d3bc3e,biosphere3,,,
"('biosphere3', 'd61e8791-f091-457a-8cb9-8d000d35e132')",d61e8791-f091-457a-8cb9-8d000d35e132,Ruthenium-103,kilo Becquerel,air,emission,d61e8791-f091-457a-8cb9-8d000d35e132,biosphere3,,,
"('biosphere3', '40d16700-3130-41da-8e94-e1b127741f59')",40d16700-3130-41da-8e94-e1b127741f59,Ruthenium-103,kilo Becquerel,water; surface water,emission,40d16700-3130-41da-8e94-e1b127741f59,biosphere3,,,
"('biosphere3', '12544a15-e0ef-48cb-a0e1-ee9cc0ec7592')",12544a15-e0ef-48cb-a0e1-ee9cc0ec7592,Ruthenium-103,kilo Becquerel,air; lower stratosphere + upper troposphere,emission,12544a15-e0ef-48cb-a0e1-ee9cc0ec7592,biosphere3,,,
"('biosphere3', '958272cf-f09a-4941-9f99-199739645b93')",958272cf-f09a-4941-9f99-199739645b93,Ruthenium-103,kilo Becquerel,water,emission,958272cf-f09a-4941-9f99-199739645b93,biosphere3,,,
"('biosphere3', '786831a1-b7e8-4b69-81a6-5bdfa552bd19')",786831a1-b7e8-4b69-81a6-5bdfa552bd19,Ruthenium-103,kilo Becquerel,water; ocean,emission,786831a1-b7e8-4b69-81a6-5bdfa552bd19,biosphere3,,,
"('biosphere3', '08a570d6-99a9-477b-8099-77fc2a8afafa')",08a570d6-99a9-477b-8099-77fc2a8afafa,Ruthenium-103,kilo Becquerel,"air; low population density, long-term",emission,08a570d6-99a9-477b-8099-77fc2a8afafa,biosphere3,,,
"('biosphere3', '7bf443c4-fb77-459f-ba07-63283e4559ba')",7bf443c4-fb77-459f-ba07-63283e4559ba,Ruthenium-103,kilo Becquerel,air; urban air close to ground,emission,7bf443c4-fb77-459f-ba07-63283e4559ba,biosphere3,,,
"('biosphere3', '6d1a5ae7-22cd-458c-a854-a5f2e7b2c00b')",6d1a5ae7-22cd-458c-a854-a5f2e7b2c00b,Ruthenium-103,kilo Becquerel,water; ground-,emission,6d1a5ae7-22cd-458c-a854-a5f2e7b2c00b,biosphere3,,,
"('biosphere3', '9b24671c-b053-43aa-b93a-f2c16e251e63')",9b24671c-b053-43aa-b93a-f2c16e251e63,Ruthenium-103,kilo Becquerel,"water; ground-, long-term",emission,9b24671c-b053-43aa-b93a-f2c16e251e63,biosphere3,,,
"('biosphere3', 'd134df3d-b37d-4c58-9913-b1653cdca3cc')",d134df3d-b37d-4c58-9913-b1653cdca3cc,Ruthenium-106,kilo Becquerel,water; ocean,emission,d134df3d-b37d-4c58-9913-b1653cdca3cc,biosphere3,,,
"('biosphere3', '918bd76b-ab1e-406c-b7c5-fb248b89b5b8')",918bd76b-ab1e-406c-b7c5-fb248b89b5b8,Ruthenium-106,kilo Becquerel,"air; low population density, long-term",emission,918bd76b-ab1e-406c-b7c5-fb248b89b5b8,biosphere3,,,
"('biosphere3', '47367f49-cc19-46a1-9b51-c7ceed075bff')",47367f49-cc19-46a1-9b51-c7ceed075bff,Ruthenium-106,kilo Becquerel,water; ground-,emission,47367f49-cc19-46a1-9b51-c7ceed075bff,biosphere3,,,
"('biosphere3', '46a7d92e-523c-430c-a5ec-ee9e8a34c09c')",46a7d92e-523c-430c-a5ec-ee9e8a34c09c,Ruthenium-106,kilo Becquerel,air,emission,46a7d92e-523c-430c-a5ec-ee9e8a34c09c,biosphere3,,,
"('biosphere3', '639a5c44-7241-4254-ad70-65cd45a9db25')",639a5c44-7241-4254-ad70-65cd45a9db25,Ruthenium-106,kilo Becquerel,water,emission,639a5c44-7241-4254-ad70-65cd45a9db25,biosphere3,,,
"('biosphere3', '6d431d93-486c-4582-a7e8-54dc653c4378')",6d431d93-486c-4582-a7e8-54dc653c4378,Ruthenium-106,kilo Becquerel,air; urban air close to ground,emission,6d431d93-486c-4582-a7e8-54dc653c4378,biosphere3,,,
"('biosphere3', '7c471c87-3169-490c-8f01-ea99f9a22c6e')",7c471c87-3169-490c-8f01-ea99f9a22c6e,Ruthenium-106,kilo Becquerel,water; surface water,emission,7c471c87-3169-490c-8f01-ea99f9a22c6e,biosphere3,,,
"('biosphere3', '79fe27fb-c2b4-4c50-8475-a9b2fdb53588')",79fe27fb-c2b4-4c50-8475-a9b2fdb53588,Ruthenium-106,kilo Becquerel,"water; ground-, long-term",emission,79fe27fb-c2b4-4c50-8475-a9b2fdb53588,biosphere3,,,
"('biosphere3', '490108ce-351c-4540-b988-e7022f4eeec9')",490108ce-351c-4540-b988-e7022f4eeec9,Ruthenium-106,kilo Becquerel,air; non-urban air or from high stacks,emission,490108ce-351c-4540-b988-e7022f4eeec9,biosphere3,,,
"('biosphere3', '60152e95-1e70-4a32-907e-34c13cc3c616')",60152e95-1e70-4a32-907e-34c13cc3c616,Ruthenium-106,kilo Becquerel,air; lower stratosphere + upper troposphere,emission,60152e95-1e70-4a32-907e-34c13cc3c616,biosphere3,,,
"('biosphere3', 'bdf7def2-9637-5cf7-9174-fb7c9888a615')",bdf7def2-9637-5cf7-9174-fb7c9888a615,S-Metolachlor,kilogram,air; non-urban air or from high stacks,emission,bdf7def2-9637-5cf7-9174-fb7c9888a615,biosphere3,,,
"('biosphere3', 'df51c9ec-b2c8-5042-9001-b641aab74498')",df51c9ec-b2c8-5042-9001-b641aab74498,S-Metolachlor,kilogram,water; surface water,emission,df51c9ec-b2c8-5042-9001-b641aab74498,biosphere3,,,
"('biosphere3', '317c9f65-0142-5fa0-99da-98a5c7d639dd')",317c9f65-0142-5fa0-99da-98a5c7d639dd,S-Metolachlor,kilogram,soil; agricultural,emission,317c9f65-0142-5fa0-99da-98a5c7d639dd,biosphere3,,,
"('biosphere3', '7f074fad-4c71-591a-a0cc-5fc050d0acc4')",7f074fad-4c71-591a-a0cc-5fc050d0acc4,S-Metolachlor,kilogram,soil; forestry,emission,7f074fad-4c71-591a-a0cc-5fc050d0acc4,biosphere3,,,
"('biosphere3', 'ba196c0d-3024-5b29-b017-88267c7eaf1b')",ba196c0d-3024-5b29-b017-88267c7eaf1b,S-Metolachlor,kilogram,water,emission,ba196c0d-3024-5b29-b017-88267c7eaf1b,biosphere3,,,
"('biosphere3', '02d61089-c043-569a-a97d-981c5bbe7e7e')",02d61089-c043-569a-a97d-981c5bbe7e7e,S-Metolachlor,kilogram,air,emission,02d61089-c043-569a-a97d-981c5bbe7e7e,biosphere3,,,
"('biosphere3', '0b57a7b0-adbb-5a03-9bdc-0d464136b9be')",0b57a7b0-adbb-5a03-9bdc-0d464136b9be,S-Metolachlor,kilogram,water; ground-,emission,0b57a7b0-adbb-5a03-9bdc-0d464136b9be,biosphere3,,,
"('biosphere3', '9321e389-757e-5996-b511-4c7b42e67642')",9321e389-757e-5996-b511-4c7b42e67642,Saflufenacil,kilogram,"air; low population density, long-term",emission,9321e389-757e-5996-b511-4c7b42e67642,biosphere3,,,
"('biosphere3', 'b7280253-7325-550a-8af4-75cd41f3dad7')",b7280253-7325-550a-8af4-75cd41f3dad7,Saflufenacil,kilogram,air,emission,b7280253-7325-550a-8af4-75cd41f3dad7,biosphere3,,,
"('biosphere3', 'd6e18bd1-8810-5530-a6e1-280017f7e836')",d6e18bd1-8810-5530-a6e1-280017f7e836,Saflufenacil,kilogram,soil; agricultural,emission,d6e18bd1-8810-5530-a6e1-280017f7e836,biosphere3,,,
"('biosphere3', '6c6e1443-4507-5503-911d-68b034ac0334')",6c6e1443-4507-5503-911d-68b034ac0334,Saflufenacil,kilogram,water; ground-,emission,6c6e1443-4507-5503-911d-68b034ac0334,biosphere3,,,
"('biosphere3', '91861063-1826-4860-9957-7c5bde5817a6')",91861063-1826-4860-9957-7c5bde5817a6,Salt water (obsolete),cubic meter,water; ocean,emission,91861063-1826-4860-9957-7c5bde5817a6,biosphere3,,,
"('biosphere3', 'cf791833-26bc-5207-a9bd-6ddcd8ac7625')",cf791833-26bc-5207-a9bd-6ddcd8ac7625,Samarium,kilogram,natural resource; in ground,natural resource,cf791833-26bc-5207-a9bd-6ddcd8ac7625,biosphere3,,,
"('biosphere3', 'f46130cc-dbd4-4a3b-a537-5efbcd89063f')",f46130cc-dbd4-4a3b-a537-5efbcd89063f,"Samarium, 0.3% in bastnasite, 0.03% in crude ore",kilogram,natural resource; in ground,natural resource,f46130cc-dbd4-4a3b-a537-5efbcd89063f,biosphere3,,,
"('biosphere3', '423ef039-6057-4f63-94bd-e9410d024bd0')",423ef039-6057-4f63-94bd-e9410d024bd0,"Sand, unspecified",kilogram,natural resource; in ground,natural resource,423ef039-6057-4f63-94bd-e9410d024bd0,biosphere3,,,
"('biosphere3', 'bd534cc3-5ca2-4e0e-b24e-0f5924627d83')",bd534cc3-5ca2-4e0e-b24e-0f5924627d83,Scandium,kilogram,water,emission,bd534cc3-5ca2-4e0e-b24e-0f5924627d83,biosphere3,,,
"('biosphere3', '62c14aa1-ef5b-4bbc-8601-a5002e05f6e5')",62c14aa1-ef5b-4bbc-8601-a5002e05f6e5,Scandium,kilogram,soil; forestry,emission,62c14aa1-ef5b-4bbc-8601-a5002e05f6e5,biosphere3,,,
"('biosphere3', '3626a6e4-e594-44f2-b2cc-24ac1c9b6f07')",3626a6e4-e594-44f2-b2cc-24ac1c9b6f07,Scandium,kilogram,water; ocean,emission,3626a6e4-e594-44f2-b2cc-24ac1c9b6f07,biosphere3,,,
"('biosphere3', '0bbb2dfe-6dc8-4a22-9d23-db140afb7faf')",0bbb2dfe-6dc8-4a22-9d23-db140afb7faf,Scandium,kilogram,soil; industrial,emission,0bbb2dfe-6dc8-4a22-9d23-db140afb7faf,biosphere3,,,
"('biosphere3', '7f9f9b59-35a0-584d-ad5e-07da01dde768')",7f9f9b59-35a0-584d-ad5e-07da01dde768,Scandium,kilogram,natural resource; in ground,natural resource,7f9f9b59-35a0-584d-ad5e-07da01dde768,biosphere3,,,
"('biosphere3', '2f6bb945-2e93-4ea8-b3b6-7930c3680486')",2f6bb945-2e93-4ea8-b3b6-7930c3680486,Scandium,kilogram,water; surface water,emission,2f6bb945-2e93-4ea8-b3b6-7930c3680486,biosphere3,,,
"('biosphere3', '2853753b-084a-4962-bc19-c32d3a52ac2d')",2853753b-084a-4962-bc19-c32d3a52ac2d,Scandium,kilogram,air; lower stratosphere + upper troposphere,emission,2853753b-084a-4962-bc19-c32d3a52ac2d,biosphere3,,,
"('biosphere3', 'bba88093-bd9b-4b95-b869-74e718b796dc')",bba88093-bd9b-4b95-b869-74e718b796dc,Scandium,kilogram,air; urban air close to ground,emission,bba88093-bd9b-4b95-b869-74e718b796dc,biosphere3,,,
"('biosphere3', 'f6266ac7-9608-47f2-bc91-3857eb366446')",f6266ac7-9608-47f2-bc91-3857eb366446,Scandium,kilogram,"water; ground-, long-term",emission,f6266ac7-9608-47f2-bc91-3857eb366446,biosphere3,,,
"('biosphere3', '0a6ae675-cdf2-475d-b4ef-486e78757d65')",0a6ae675-cdf2-475d-b4ef-486e78757d65,Scandium,kilogram,water; ground-,emission,0a6ae675-cdf2-475d-b4ef-486e78757d65,biosphere3,,,
"('biosphere3', '8bd01869-7f83-4fcd-a167-af5735fa7ffd')",8bd01869-7f83-4fcd-a167-af5735fa7ffd,Scandium,kilogram,soil,emission,8bd01869-7f83-4fcd-a167-af5735fa7ffd,biosphere3,,,
"('biosphere3', 'df0ba4e1-ab58-4e03-ac9e-05c76ebfa7ec')",df0ba4e1-ab58-4e03-ac9e-05c76ebfa7ec,Scandium,kilogram,soil; agricultural,emission,df0ba4e1-ab58-4e03-ac9e-05c76ebfa7ec,biosphere3,,,
"('biosphere3', '3a3489d9-0d1f-4fb1-910a-1fdc7f1e4f71')",3a3489d9-0d1f-4fb1-910a-1fdc7f1e4f71,Scandium,kilogram,"air; low population density, long-term",emission,3a3489d9-0d1f-4fb1-910a-1fdc7f1e4f71,biosphere3,,,
"('biosphere3', '8000fc7d-edfe-4970-9224-a4c05281d46b')",8000fc7d-edfe-4970-9224-a4c05281d46b,Scandium,kilogram,air,emission,8000fc7d-edfe-4970-9224-a4c05281d46b,biosphere3,,,
"('biosphere3', '17505bf8-40af-4580-8608-5841ff063d23')",17505bf8-40af-4580-8608-5841ff063d23,Scandium,kilogram,air; non-urban air or from high stacks,emission,17505bf8-40af-4580-8608-5841ff063d23,biosphere3,,,
"('biosphere3', '514d8ebd-24d9-40fb-a037-5bc0f898c42c')",514d8ebd-24d9-40fb-a037-5bc0f898c42c,Secondary materials,kilogram,inventory indicator; resource use,inventory indicator,514d8ebd-24d9-40fb-a037-5bc0f898c42c,biosphere3,,,
"('biosphere3', 'b004698c-40a8-5938-af76-c3009f58d34c')",b004698c-40a8-5938-af76-c3009f58d34c,Sedaxane,kilogram,air,emission,b004698c-40a8-5938-af76-c3009f58d34c,biosphere3,,,
"('biosphere3', 'a7bfb6e5-1fc3-59d0-a327-e815c452bb14')",a7bfb6e5-1fc3-59d0-a327-e815c452bb14,Sedaxane,kilogram,"air; low population density, long-term",emission,a7bfb6e5-1fc3-59d0-a327-e815c452bb14,biosphere3,,,
"('biosphere3', 'f36fef54-24ea-5c10-94f8-8134776f512b')",f36fef54-24ea-5c10-94f8-8134776f512b,Sedaxane,kilogram,soil; agricultural,emission,f36fef54-24ea-5c10-94f8-8134776f512b,biosphere3,,,
"('biosphere3', 'b0cf5f15-3a7f-5bdf-89b6-e06e5bf3445e')",b0cf5f15-3a7f-5bdf-89b6-e06e5bf3445e,Sedaxane,kilogram,water; ground-,emission,b0cf5f15-3a7f-5bdf-89b6-e06e5bf3445e,biosphere3,,,
"('biosphere3', '5f47f918-1c32-5870-b992-db91f843ff34')",5f47f918-1c32-5870-b992-db91f843ff34,Selenium,kilogram,natural resource; in ground,natural resource,5f47f918-1c32-5870-b992-db91f843ff34,biosphere3,,,
"('biosphere3', '4d54a415-82d7-49ac-88e1-712bd0009363')",4d54a415-82d7-49ac-88e1-712bd0009363,Selenium IV,kilogram,"water; ground-, long-term",emission,4d54a415-82d7-49ac-88e1-712bd0009363,biosphere3,,,
"('biosphere3', 'e6551223-73b6-4289-b841-c5cdeb25abd9')",e6551223-73b6-4289-b841-c5cdeb25abd9,Selenium IV,kilogram,air; non-urban air or from high stacks,emission,e6551223-73b6-4289-b841-c5cdeb25abd9,biosphere3,,,
"('biosphere3', '56a24912-2d66-4124-87d8-f760c2fe3973')",56a24912-2d66-4124-87d8-f760c2fe3973,Selenium IV,kilogram,soil; industrial,emission,56a24912-2d66-4124-87d8-f760c2fe3973,biosphere3,,,
"('biosphere3', '47d20967-a49a-4fb3-881d-51956520449e')",47d20967-a49a-4fb3-881d-51956520449e,Selenium IV,kilogram,soil; forestry,emission,47d20967-a49a-4fb3-881d-51956520449e,biosphere3,,,
"('biosphere3', '1be475e0-ccef-4145-98e0-0d47c570a71b')",1be475e0-ccef-4145-98e0-0d47c570a71b,Selenium IV,kilogram,water; ground-,emission,1be475e0-ccef-4145-98e0-0d47c570a71b,biosphere3,,,
"('biosphere3', '62cc5e18-da24-4fb7-9f7c-1601fedba341')",62cc5e18-da24-4fb7-9f7c-1601fedba341,Selenium IV,kilogram,water; ocean,emission,62cc5e18-da24-4fb7-9f7c-1601fedba341,biosphere3,,,
"('biosphere3', 'fbfabc26-84d9-46cd-9d1b-1a0060325b64')",fbfabc26-84d9-46cd-9d1b-1a0060325b64,Selenium IV,kilogram,air; lower stratosphere + upper troposphere,emission,fbfabc26-84d9-46cd-9d1b-1a0060325b64,biosphere3,,,
"('biosphere3', 'c6ce1ad0-d8da-41d0-8db1-cabc3760b422')",c6ce1ad0-d8da-41d0-8db1-cabc3760b422,Selenium IV,kilogram,soil; agricultural,emission,c6ce1ad0-d8da-41d0-8db1-cabc3760b422,biosphere3,,,
"('biosphere3', '454c61fd-c52b-4a04-9731-f141bb7b5264')",454c61fd-c52b-4a04-9731-f141bb7b5264,Selenium IV,kilogram,air,emission,454c61fd-c52b-4a04-9731-f141bb7b5264,biosphere3,,,
"('biosphere3', '93e71b71-05d4-4a44-a85a-592a6f21cf0c')",93e71b71-05d4-4a44-a85a-592a6f21cf0c,Selenium IV,kilogram,"air; low population density, long-term",emission,93e71b71-05d4-4a44-a85a-592a6f21cf0c,biosphere3,,,
"('biosphere3', '6284e146-54b2-4067-a478-9b8ee24c6400')",6284e146-54b2-4067-a478-9b8ee24c6400,Selenium IV,kilogram,water,emission,6284e146-54b2-4067-a478-9b8ee24c6400,biosphere3,,,
"('biosphere3', 'a79be2ee-ac83-4328-a136-a34ba1f99089')",a79be2ee-ac83-4328-a136-a34ba1f99089,Selenium IV,kilogram,air; urban air close to ground,emission,a79be2ee-ac83-4328-a136-a34ba1f99089,biosphere3,,,
"('biosphere3', '544dbea9-1d18-44ff-b92b-7866e3baa6dd')",544dbea9-1d18-44ff-b92b-7866e3baa6dd,Selenium IV,kilogram,water; surface water,emission,544dbea9-1d18-44ff-b92b-7866e3baa6dd,biosphere3,,,
"('biosphere3', '45acd8c0-657f-46d3-8026-4b3c9fadaeb6')",45acd8c0-657f-46d3-8026-4b3c9fadaeb6,Selenium IV,kilogram,soil,emission,45acd8c0-657f-46d3-8026-4b3c9fadaeb6,biosphere3,,,
"('biosphere3', '82688564-c9d5-43ab-876e-1eb16fd97130')",82688564-c9d5-43ab-876e-1eb16fd97130,Sethoxydim,kilogram,soil; agricultural,emission,82688564-c9d5-43ab-876e-1eb16fd97130,biosphere3,,,
"('biosphere3', '5dcd3ce5-e5ed-5be5-8fde-257d3e56f297')",5dcd3ce5-e5ed-5be5-8fde-257d3e56f297,Sethoxydim,kilogram,water; ground-,emission,5dcd3ce5-e5ed-5be5-8fde-257d3e56f297,biosphere3,,,
"('biosphere3', '88f99b72-03aa-4ed5-a3b7-33791ef70932')",88f99b72-03aa-4ed5-a3b7-33791ef70932,Sethoxydim,kilogram,air; non-urban air or from high stacks,emission,88f99b72-03aa-4ed5-a3b7-33791ef70932,biosphere3,,,
"('biosphere3', '9e9b6792-40e6-4d62-a3e0-ebebc0c65166')",9e9b6792-40e6-4d62-a3e0-ebebc0c65166,Shale,kilogram,natural resource; in ground,natural resource,9e9b6792-40e6-4d62-a3e0-ebebc0c65166,biosphere3,,,
"('biosphere3', 'e6f95937-83c5-55a9-8bbb-80be75452175')",e6f95937-83c5-55a9-8bbb-80be75452175,Siduron,kilogram,soil; agricultural,emission,e6f95937-83c5-55a9-8bbb-80be75452175,biosphere3,,,
"('biosphere3', '479daf8f-657e-46a6-bdea-3cb2c61c44b1')",479daf8f-657e-46a6-bdea-3cb2c61c44b1,Silicon,kilogram,air; non-urban air or from high stacks,emission,479daf8f-657e-46a6-bdea-3cb2c61c44b1,biosphere3,,,
"('biosphere3', '997dccfb-6574-46b8-ad93-7f31074abf9a')",997dccfb-6574-46b8-ad93-7f31074abf9a,Silicon,kilogram,air; urban air close to ground,emission,997dccfb-6574-46b8-ad93-7f31074abf9a,biosphere3,,,
"('biosphere3', 'e98b9661-2844-49dc-9ae4-855b9912c700')",e98b9661-2844-49dc-9ae4-855b9912c700,Silicon,kilogram,air,emission,e98b9661-2844-49dc-9ae4-855b9912c700,biosphere3,,,
"('biosphere3', '0d7ef054-35e2-4d02-9113-574d7f022631')",0d7ef054-35e2-4d02-9113-574d7f022631,Silicon,kilogram,air; lower stratosphere + upper troposphere,emission,0d7ef054-35e2-4d02-9113-574d7f022631,biosphere3,,,
"('biosphere3', '2cea4705-5460-4f03-80ca-1aaf90f17c3a')",2cea4705-5460-4f03-80ca-1aaf90f17c3a,Silicon,kilogram,"air; low population density, long-term",emission,2cea4705-5460-4f03-80ca-1aaf90f17c3a,biosphere3,,,
"('biosphere3', '39f248d5-dd9b-4460-8f34-3415dc3f3e43')",39f248d5-dd9b-4460-8f34-3415dc3f3e43,Silicon,kilogram,soil; agricultural,emission,39f248d5-dd9b-4460-8f34-3415dc3f3e43,biosphere3,,,
"('biosphere3', 'fc91fc6f-596e-424a-9ee4-4432d718a66f')",fc91fc6f-596e-424a-9ee4-4432d718a66f,Silicon,kilogram,water; ground-,emission,fc91fc6f-596e-424a-9ee4-4432d718a66f,biosphere3,,,
"('biosphere3', 'ce88a9b6-0afa-4f68-9b32-8c3438bf4025')",ce88a9b6-0afa-4f68-9b32-8c3438bf4025,Silicon,kilogram,"water; ground-, long-term",emission,ce88a9b6-0afa-4f68-9b32-8c3438bf4025,biosphere3,,,
"('biosphere3', '33aaa517-2f57-4b13-be01-910469b03567')",33aaa517-2f57-4b13-be01-910469b03567,Silicon,kilogram,soil; forestry,emission,33aaa517-2f57-4b13-be01-910469b03567,biosphere3,,,
"('biosphere3', '00143719-33a7-5738-aa1b-131f97b4fef3')",00143719-33a7-5738-aa1b-131f97b4fef3,Silicon,kilogram,natural resource; in ground,natural resource,00143719-33a7-5738-aa1b-131f97b4fef3,biosphere3,,,
"('biosphere3', '5fefa2d0-133d-444f-b1fe-596d15f4673e')",5fefa2d0-133d-444f-b1fe-596d15f4673e,Silicon,kilogram,water; ocean,emission,5fefa2d0-133d-444f-b1fe-596d15f4673e,biosphere3,,,
"('biosphere3', 'b8823bae-a149-44d7-825b-30708a97cb5f')",b8823bae-a149-44d7-825b-30708a97cb5f,Silicon,kilogram,water,emission,b8823bae-a149-44d7-825b-30708a97cb5f,biosphere3,,,
"('biosphere3', 'fc2371dc-5bff-41f6-a155-697fbf727b56')",fc2371dc-5bff-41f6-a155-697fbf727b56,Silicon,kilogram,water; surface water,emission,fc2371dc-5bff-41f6-a155-697fbf727b56,biosphere3,,,
"('biosphere3', '6575edf4-826c-4e99-a21a-08a1afec1396')",6575edf4-826c-4e99-a21a-08a1afec1396,Silicon,kilogram,soil,emission,6575edf4-826c-4e99-a21a-08a1afec1396,biosphere3,,,
"('biosphere3', 'a57cb19d-f436-4c0c-a2ab-097c544bd95f')",a57cb19d-f436-4c0c-a2ab-097c544bd95f,Silicon,kilogram,soil; industrial,emission,a57cb19d-f436-4c0c-a2ab-097c544bd95f,biosphere3,,,
"('biosphere3', '46190ab6-8a25-40e2-8be1-b5145fed2f25')",46190ab6-8a25-40e2-8be1-b5145fed2f25,Silicon dioxide,kilogram,water; surface water,emission,46190ab6-8a25-40e2-8be1-b5145fed2f25,biosphere3,,,
"('biosphere3', '55f0f584-45ca-4bc3-af11-098164f471e6')",55f0f584-45ca-4bc3-af11-098164f471e6,Silicon tetrachloride,kilogram,air; urban air close to ground,emission,55f0f584-45ca-4bc3-af11-098164f471e6,biosphere3,,,
"('biosphere3', 'ee7b9d2a-a8d7-4df3-ad61-7dd51a39480d')",ee7b9d2a-a8d7-4df3-ad61-7dd51a39480d,Silicon tetrafluoride,kilogram,air; non-urban air or from high stacks,emission,ee7b9d2a-a8d7-4df3-ad61-7dd51a39480d,biosphere3,,,
"('biosphere3', '220257a9-c1c8-428d-8c35-db8b849d3db0')",220257a9-c1c8-428d-8c35-db8b849d3db0,Silicon tetrafluoride,kilogram,"air; low population density, long-term",emission,220257a9-c1c8-428d-8c35-db8b849d3db0,biosphere3,,,
"('biosphere3', '80c83d84-1aad-489a-9c7f-1d65b7f84f45')",80c83d84-1aad-489a-9c7f-1d65b7f84f45,Silicon tetrafluoride,kilogram,air; lower stratosphere + upper troposphere,emission,80c83d84-1aad-489a-9c7f-1d65b7f84f45,biosphere3,,,
"('biosphere3', '10555050-586c-46b7-848e-9d90324d104b')",10555050-586c-46b7-848e-9d90324d104b,Silicon tetrafluoride,kilogram,air,emission,10555050-586c-46b7-848e-9d90324d104b,biosphere3,,,
"('biosphere3', '1088a788-1a99-4127-834e-d29c1fe47c74')",1088a788-1a99-4127-834e-d29c1fe47c74,Silicon tetrafluoride,kilogram,air; urban air close to ground,emission,1088a788-1a99-4127-834e-d29c1fe47c74,biosphere3,,,
"('biosphere3', '1417474c-bf73-4ffc-9eff-94a994bf76a8')",1417474c-bf73-4ffc-9eff-94a994bf76a8,Silthiofam,kilogram,soil; agricultural,emission,1417474c-bf73-4ffc-9eff-94a994bf76a8,biosphere3,,,
"('biosphere3', '361a64cb-ab76-4a72-9ea1-c07d6a20c124')",361a64cb-ab76-4a72-9ea1-c07d6a20c124,Silver,kilogram,natural resource; in ground,natural resource,361a64cb-ab76-4a72-9ea1-c07d6a20c124,biosphere3,,,
"('biosphere3', '35df5fe0-c90d-43b4-a35a-3d97022114d2')",35df5fe0-c90d-43b4-a35a-3d97022114d2,Silver I,kilogram,air; non-urban air or from high stacks,emission,35df5fe0-c90d-43b4-a35a-3d97022114d2,biosphere3,,,
"('biosphere3', '21c257b2-57ce-4a6e-b4bd-40f0f75f310f')",21c257b2-57ce-4a6e-b4bd-40f0f75f310f,Silver I,kilogram,water; ocean,emission,21c257b2-57ce-4a6e-b4bd-40f0f75f310f,biosphere3,,,
"('biosphere3', 'fce0b9ae-53c8-4ab0-9e7a-7f5c2ed2c856')",fce0b9ae-53c8-4ab0-9e7a-7f5c2ed2c856,Silver I,kilogram,soil; agricultural,emission,fce0b9ae-53c8-4ab0-9e7a-7f5c2ed2c856,biosphere3,,,
"('biosphere3', '6e8a87bf-baea-4cd9-a967-932e750968d1')",6e8a87bf-baea-4cd9-a967-932e750968d1,Silver I,kilogram,air; lower stratosphere + upper troposphere,emission,6e8a87bf-baea-4cd9-a967-932e750968d1,biosphere3,,,
"('biosphere3', 'af9793ba-25a1-4928-a14a-4bcf7d5bd3f7')",af9793ba-25a1-4928-a14a-4bcf7d5bd3f7,Silver I,kilogram,water; surface water,emission,af9793ba-25a1-4928-a14a-4bcf7d5bd3f7,biosphere3,,,
"('biosphere3', '7da45a0b-0dcf-413c-8de0-44d8ebca9e6e')",7da45a0b-0dcf-413c-8de0-44d8ebca9e6e,Silver I,kilogram,soil,emission,7da45a0b-0dcf-413c-8de0-44d8ebca9e6e,biosphere3,,,
"('biosphere3', '48dbf4b1-0b2a-4bf5-a190-2d7fc465bda4')",48dbf4b1-0b2a-4bf5-a190-2d7fc465bda4,Silver I,kilogram,soil; forestry,emission,48dbf4b1-0b2a-4bf5-a190-2d7fc465bda4,biosphere3,,,
"('biosphere3', '94426df9-63b1-4dc6-ad1b-3509e22f1154')",94426df9-63b1-4dc6-ad1b-3509e22f1154,Silver I,kilogram,"water; ground-, long-term",emission,94426df9-63b1-4dc6-ad1b-3509e22f1154,biosphere3,,,
"('biosphere3', 'c6462d84-caa9-425a-a923-45238690c6f3')",c6462d84-caa9-425a-a923-45238690c6f3,Silver I,kilogram,air; urban air close to ground,emission,c6462d84-caa9-425a-a923-45238690c6f3,biosphere3,,,
