process_name,process_id,process_location,process_description,exchange_name,exchange_id,exchange_flow_name,exchange_flow_id,exchange_amount,exchange_unit,exchange_type,exchange_category,exchange_description,exchange_is_input,exchange_ecoinvent_type,exchange_supplying_process_id,exchange_supplying_process_name,exchange_supplying_process_location,exchange_flow_type
MSW incineration,58cf0df10a794bcb9e4cecde1e261b62,GLO,Inventory from the supplementary dataset reported in https://www.sciencedirect.com/science/article/pii/S0048969721008524 ,Nickel,50f56ea3-e292-3c09-89d2-74466af5f11e,Nickel,50f56ea3-e292-3c09-89d2-74466af5f11e,9.23e-09,,ELEMENTARY_FLOW,Elementary Flows; emission; air,,False,biosphere,,,,ELEMENTARY_FLOW
MSW incineration,58cf0df10a794bcb9e4cecde1e261b62,GLO,Inventory from the supplementary dataset reported in https://www.sciencedirect.com/science/article/pii/S0048969721008524 ,Nitrogen oxides,4382ba18-dd21-3837-80b2-94283ef5490e,Nitrogen oxides,4382ba18-dd21-3837-80b2-94283ef5490e,0.000283,,ELEMENTARY_FLOW,Elementary Flows; emission; air,,False,biosphere,,,,ELEMENTARY_FLOW
MSW incineration,58cf0df10a794bcb9e4cecde1e261b62,GLO,Inventory from the supplementary dataset reported in https://www.sciencedirect.com/science/article/pii/S0048969721008524 ,Volatile organic compounds,6f861846-1c4c-3fc9-a198-56b2d9abd83b,Volatile organic compounds,6f861846-1c4c-3fc9-a198-56b2d9abd83b,2.56e-06,,ELEMENTARY_FLOW,Elementary Flows; emission; air,,False,biosphere,,,,ELEMENTARY_FLOW
MSW incineration,58cf0df10a794bcb9e4cecde1e261b62,GLO,Inventory from the supplementary dataset reported in https://www.sciencedirect.com/science/article/pii/S0048969721008524 ,Potassium,8d2c14d8-e9fa-38d6-8391-22837ddd7b07,Potassium,8d2c14d8-e9fa-38d6-8391-22837ddd7b07,1.05e-05,,ELEMENTARY_FLOW,Elementary Flows; emission; air,,False,biosphere,,,,ELEMENTARY_FLOW
MSW incineration,58cf0df10a794bcb9e4cecde1e261b62,GLO,Inventory from the supplementary dataset reported in https://www.sciencedirect.com/science/article/pii/S0048969721008524 ,Silicon,1d2e1373-7ad1-314d-9b3c-42791c011378,Silicon,1d2e1373-7ad1-314d-9b3c-42791c011378,2.49e-08,,ELEMENTARY_FLOW,Elementary Flows; emission; air,,False,biosphere,,,,ELEMENTARY_FLOW
MSW incineration,58cf0df10a794bcb9e4cecde1e261b62,GLO,Inventory from the supplementary dataset reported in https://www.sciencedirect.com/science/article/pii/S0048969721008524 ,Sodium,b951e864-6e71-3edd-a41c-e41faa031f51,Sodium,b951e864-6e71-3edd-a41c-e41faa031f51,2.34e-05,,ELEMENTARY_FLOW,Elementary Flows; emission; air,,False,biosphere,,,,ELEMENTARY_FLOW
MSW incineration,58cf0df10a794bcb9e4cecde1e261b62,GLO,Inventory from the supplementary dataset reported in https://www.sciencedirect.com/science/article/pii/S0048969721008524 ,Sulfur oxides,42e4c3cb-8468-3004-bd4b-19e6cbb81687,Sulfur oxides,42e4c3cb-8468-3004-bd4b-19e6cbb81687,1.12e-05,,ELEMENTARY_FLOW,Elementary Flows; emission; air,,False,biosphere,,,,ELEMENTARY_FLOW
MSW incineration,58cf0df10a794bcb9e4cecde1e261b62,GLO,Inventory from the supplementary dataset reported in https://www.sciencedirect.com/science/article/pii/S0048969721008524 ,Titanium,42b724c4-3782-350c-b290-ede340ab29d1,Titanium,42b724c4-3782-350c-b290-ede340ab29d1,1.33e-06,,ELEMENTARY_FLOW,Elementary Flows; emission; air,,False,biosphere,,,,ELEMENTARY_FLOW
MSW incineration,58cf0df10a794bcb9e4cecde1e261b62,GLO,Inventory from the supplementary dataset reported in https://www.sciencedirect.com/science/article/pii/S0048969721008524 ,Aluminum,2b8613fe-c7db-355d-9754-baebbc92512f,Aluminum,2b8613fe-c7db-355d-9754-baebbc92512f,4.11e-08,,ELEMENTARY_FLOW,Elementary Flows; emission; water,,False,biosphere,,,,ELEMENTARY_FLOW
MSW incineration,58cf0df10a794bcb9e4cecde1e261b62,GLO,Inventory from the supplementary dataset reported in https://www.sciencedirect.com/science/article/pii/S0048969721008524 ,Antimony,dde20124-511b-3e0d-8834-5ddd88e15cba,Antimony,dde20124-511b-3e0d-8834-5ddd88e15cba,4.09e-09,,ELEMENTARY_FLOW,Elementary Flows; emission; water,,False,biosphere,,,,ELEMENTARY_FLOW
MSW incineration,58cf0df10a794bcb9e4cecde1e261b62,GLO,Inventory from the supplementary dataset reported in https://www.sciencedirect.com/science/article/pii/S0048969721008524 ,Barium,2c5aef1c-7cf7-30ee-8a87-ba4682327767,Barium,2c5aef1c-7cf7-30ee-8a87-ba4682327767,1.94e-09,,ELEMENTARY_FLOW,Elementary Flows; emission; air,,False,biosphere,,,,ELEMENTARY_FLOW
MSW incineration,58cf0df10a794bcb9e4cecde1e261b62,GLO,Inventory from the supplementary dataset reported in https://www.sciencedirect.com/science/article/pii/S0048969721008524 ,Beryllium,c00fa432-1dcc-3bf3-870f-4043c05cc887,Beryllium,c00fa432-1dcc-3bf3-870f-4043c05cc887,2.79e-08,,ELEMENTARY_FLOW,Elementary Flows; emission; water,,False,biosphere,,,,ELEMENTARY_FLOW
MSW incineration,58cf0df10a794bcb9e4cecde1e261b62,GLO,Inventory from the supplementary dataset reported in https://www.sciencedirect.com/science/article/pii/S0048969721008524 ,Biological Oxygen Demand,27b840cc-1f41-3943-8ea8-6d68b44b7f81,Biological Oxygen Demand,27b840cc-1f41-3943-8ea8-6d68b44b7f81,0.000387,,ELEMENTARY_FLOW,Elementary Flows; emission; water,,False,biosphere,,,,ELEMENTARY_FLOW
MSW incineration,58cf0df10a794bcb9e4cecde1e261b62,GLO,Inventory from the supplementary dataset reported in https://www.sciencedirect.com/science/article/pii/S0048969721008524 ,Bromine,63bd071e-a05b-3666-ba14-e1a487ed151b,Bromine,63bd071e-a05b-3666-ba14-e1a487ed151b,4.16e-05,,ELEMENTARY_FLOW,Elementary Flows; emission; water,,False,biosphere,,,,ELEMENTARY_FLOW
MSW incineration,58cf0df10a794bcb9e4cecde1e261b62,GLO,Inventory from the supplementary dataset reported in https://www.sciencedirect.com/science/article/pii/S0048969721008524 ,Calcium,5408dd06-70db-3ce6-b304-c391983fd003,Calcium,5408dd06-70db-3ce6-b304-c391983fd003,9.03e-05,,ELEMENTARY_FLOW,Elementary Flows; emission; water,,False,biosphere,,,,ELEMENTARY_FLOW
MSW incineration,58cf0df10a794bcb9e4cecde1e261b62,GLO,Inventory from the supplementary dataset reported in https://www.sciencedirect.com/science/article/pii/S0048969721008524 ,Chloride,b415204e-1506-3fc6-8e4b-97f8e64403b8,Chloride,b415204e-1506-3fc6-8e4b-97f8e64403b8,0.004,,ELEMENTARY_FLOW,Elementary Flows; emission; water,,False,biosphere,,,,ELEMENTARY_FLOW
MSW incineration,58cf0df10a794bcb9e4cecde1e261b62,GLO,Inventory from the supplementary dataset reported in https://www.sciencedirect.com/science/article/pii/S0048969721008524 ,Chromium,8a7ef355-2f16-3368-afc8-cf40ed441619,Chromium,8a7ef355-2f16-3368-afc8-cf40ed441619,3.71e-09,,ELEMENTARY_FLOW,Elementary Flows; emission; water,,False,biosphere,,,,ELEMENTARY_FLOW
MSW incineration,58cf0df10a794bcb9e4cecde1e261b62,GLO,Inventory from the supplementary dataset reported in https://www.sciencedirect.com/science/article/pii/S0048969721008524 ,Chemical Oxygen Demand,924cc8cf-ddf6-3b1a-9fbe-489c095c1f01,Chemical Oxygen Demand,924cc8cf-ddf6-3b1a-9fbe-489c095c1f01,0.000387,,ELEMENTARY_FLOW,Elementary Flows; emission; water,,False,biosphere,,,,ELEMENTARY_FLOW
MSW incineration,58cf0df10a794bcb9e4cecde1e261b62,GLO,Inventory from the supplementary dataset reported in https://www.sciencedirect.com/science/article/pii/S0048969721008524 ,Fluoride,e8a4d121-c284-3073-ba8f-37f9253ff20a,Fluoride,e8a4d121-c284-3073-ba8f-37f9253ff20a,1.66e-05,,ELEMENTARY_FLOW,Elementary Flows; emission; water,,False,biosphere,,,,ELEMENTARY_FLOW
MSW incineration,58cf0df10a794bcb9e4cecde1e261b62,GLO,Inventory from the supplementary dataset reported in https://www.sciencedirect.com/science/article/pii/S0048969721008524 ,Iron,2b61d376-c8c2-31ae-9c19-9b8b958c74dd,Iron,2b61d376-c8c2-31ae-9c19-9b8b958c74dd,3.63e-08,,ELEMENTARY_FLOW,Elementary Flows; emission; water,,False,biosphere,,,,ELEMENTARY_FLOW
MSW incineration,58cf0df10a794bcb9e4cecde1e261b62,GLO,Inventory from the supplementary dataset reported in https://www.sciencedirect.com/science/article/pii/S0048969721008524 ,Lead,f8204689-71e9-3275-85f4-66c4112e5511,Lead,f8204689-71e9-3275-85f4-66c4112e5511,2.06e-08,,ELEMENTARY_FLOW,Elementary Flows; emission; water,,False,biosphere,,,,ELEMENTARY_FLOW
MSW incineration,58cf0df10a794bcb9e4cecde1e261b62,GLO,Inventory from the supplementary dataset reported in https://www.sciencedirect.com/science/article/pii/S0048969721008524 ,Magnesium,1345e5a3-e4c5-3cc1-b896-988ae1796d8e,Magnesium,1345e5a3-e4c5-3cc1-b896-988ae1796d8e,2.5e-06,,ELEMENTARY_FLOW,Elementary Flows; emission; water,,False,biosphere,,,,ELEMENTARY_FLOW
MSW incineration,58cf0df10a794bcb9e4cecde1e261b62,GLO,Inventory from the supplementary dataset reported in https://www.sciencedirect.com/science/article/pii/S0048969721008524 ,Nitrate,3b5d9ccd-0ce5-37ca-8865-c0e1863b405d,Nitrate,3b5d9ccd-0ce5-37ca-8865-c0e1863b405d,3.48e-05,,ELEMENTARY_FLOW,Elementary Flows; emission; water,,False,biosphere,,,,ELEMENTARY_FLOW
MSW incineration,58cf0df10a794bcb9e4cecde1e261b62,GLO,Inventory from the supplementary dataset reported in https://www.sciencedirect.com/science/article/pii/S0048969721008524 ,Potassium,48c481d2-a5da-3974-9695-ab588b961a2c,Potassium,48c481d2-a5da-3974-9695-ab588b961a2c,1.09e-05,,ELEMENTARY_FLOW,Elementary Flows; emission; water,,False,biosphere,,,,ELEMENTARY_FLOW
MSW incineration,58cf0df10a794bcb9e4cecde1e261b62,GLO,Inventory from the supplementary dataset reported in https://www.sciencedirect.com/science/article/pii/S0048969721008524 ,Sodium,ba614600-af03-39a6-a0f5-897debdf159c,Sodium,ba614600-af03-39a6-a0f5-897debdf159c,2.3e-05,,ELEMENTARY_FLOW,Elementary Flows; emission; water,,False,biosphere,,,,ELEMENTARY_FLOW
MSW incineration,58cf0df10a794bcb9e4cecde1e261b62,GLO,Inventory from the supplementary dataset reported in https://www.sciencedirect.com/science/article/pii/S0048969721008524 ,Sulfate,0c241f3e-aa86-3804-8bd8-6082e2ad201f,Sulfate,0c241f3e-aa86-3804-8bd8-6082e2ad201f,0.000617,,ELEMENTARY_FLOW,Elementary Flows; emission; water,,False,biosphere,,,,ELEMENTARY_FLOW
MSW incineration,58cf0df10a794bcb9e4cecde1e261b62,GLO,Inventory from the supplementary dataset reported in https://www.sciencedirect.com/science/article/pii/S0048969721008524 ,Titanium,0f2dc726-d62a-3a67-bf97-af90ef81af0a,Titanium,0f2dc726-d62a-3a67-bf97-af90ef81af0a,4.22e-07,,ELEMENTARY_FLOW,Elementary Flows; emission; water,,False,biosphere,,,,ELEMENTARY_FLOW
MSW incineration,58cf0df10a794bcb9e4cecde1e261b62,GLO,Inventory from the supplementary dataset reported in https://www.sciencedirect.com/science/article/pii/S0048969721008524 ,Total Organic Carbon,cbf6df8e-c4a2-3920-a97a-2238ccb7bc6c,Total Organic Carbon,cbf6df8e-c4a2-3920-a97a-2238ccb7bc6c,0.000169,,ELEMENTARY_FLOW,Elementary Flows; emission; water,,False,biosphere,,,,ELEMENTARY_FLOW
Copper,c3b2244dbba5469d839dca55eb479986,GLO,"This inventory is for the production of refined Copper from sulfide ore (2% grade). Based on report by Argonne National lab on LCI of critical minerals/materials (Krishnamoorthy and Kelly, 2022)

- material left out is ammonium nitrate (used in quantity of 0.375 kg/kg), and Baryte (BaSO4) in 0.0015 kg/kg, graphite electrodes at 0.0002, copper powder (0.0002648), nitric acid (0.0001817), hydrogen peroxide (0.0024 kg/kg)

mining is 81% diesel, 19% electricity
benefication is 100% electricty 

biosphere flows are derived from : https://doi.org/10.1016/j.resconrec.2019.03.020",Nickel silicates,f6111517-5c12-3d97-a335-5774e650b65d,Nickel silicates,f6111517-5c12-3d97-a335-5774e650b65d,0.256,,ELEMENTARY_FLOW,Elementary Flows; resource; ground; subterranean,,False,biosphere,,,,ELEMENTARY_FLOW
Copper,c3b2244dbba5469d839dca55eb479986,GLO,"This inventory is for the production of refined Copper from sulfide ore (2% grade). Based on report by Argonne National lab on LCI of critical minerals/materials (Krishnamoorthy and Kelly, 2022)

- material left out is ammonium nitrate (used in quantity of 0.375 kg/kg), and Baryte (BaSO4) in 0.0015 kg/kg, graphite electrodes at 0.0002, copper powder (0.0002648), nitric acid (0.0001817), hydrogen peroxide (0.0024 kg/kg)

mining is 81% diesel, 19% electricity
benefication is 100% electricty 

biosphere flows are derived from : https://doi.org/10.1016/j.resconrec.2019.03.020",Sulfur dioxide,f4973035-59f5-3bdc-b257-b274dcc04e0f,Sulfur dioxide,f4973035-59f5-3bdc-b257-b274dcc04e0f,0.0137,,ELEMENTARY_FLOW,Elementary Flows; emission; air,,False,biosphere,,,,ELEMENTARY_FLOW
Copper,c3b2244dbba5469d839dca55eb479986,GLO,"This inventory is for the production of refined Copper from sulfide ore (2% grade). Based on report by Argonne National lab on LCI of critical minerals/materials (Krishnamoorthy and Kelly, 2022)

- material left out is ammonium nitrate (used in quantity of 0.375 kg/kg), and Baryte (BaSO4) in 0.0015 kg/kg, graphite electrodes at 0.0002, copper powder (0.0002648), nitric acid (0.0001817), hydrogen peroxide (0.0024 kg/kg)

mining is 81% diesel, 19% electricity
benefication is 100% electricty 

biosphere flows are derived from : https://doi.org/10.1016/j.resconrec.2019.03.020",Nitrogen oxides,4382ba18-dd21-3837-80b2-94283ef5490e,Nitrogen oxides,4382ba18-dd21-3837-80b2-94283ef5490e,0.000785,,ELEMENTARY_FLOW,Elementary Flows; emission; air,,False,biosphere,,,,ELEMENTARY_FLOW
Copper,c3b2244dbba5469d839dca55eb479986,GLO,"This inventory is for the production of refined Copper from sulfide ore (2% grade). Based on report by Argonne National lab on LCI of critical minerals/materials (Krishnamoorthy and Kelly, 2022)

- material left out is ammonium nitrate (used in quantity of 0.375 kg/kg), and Baryte (BaSO4) in 0.0015 kg/kg, graphite electrodes at 0.0002, copper powder (0.0002648), nitric acid (0.0001817), hydrogen peroxide (0.0024 kg/kg)

mining is 81% diesel, 19% electricity
benefication is 100% electricty 

biosphere flows are derived from : https://doi.org/10.1016/j.resconrec.2019.03.020",Carbon monoxide,187c525c-3715-388c-b303-a0671524a615,Carbon monoxide,187c525c-3715-388c-b303-a0671524a615,0.00317,,ELEMENTARY_FLOW,Elementary Flows; emission; air,,False,biosphere,,,,ELEMENTARY_FLOW
Copper,c3b2244dbba5469d839dca55eb479986,GLO,"This inventory is for the production of refined Copper from sulfide ore (2% grade). Based on report by Argonne National lab on LCI of critical minerals/materials (Krishnamoorthy and Kelly, 2022)

- material left out is ammonium nitrate (used in quantity of 0.375 kg/kg), and Baryte (BaSO4) in 0.0015 kg/kg, graphite electrodes at 0.0002, copper powder (0.0002648), nitric acid (0.0001817), hydrogen peroxide (0.0024 kg/kg)

mining is 81% diesel, 19% electricity
benefication is 100% electricty 

biosphere flows are derived from : https://doi.org/10.1016/j.resconrec.2019.03.020",Methane,aab83476-ec6c-3742-af85-15d320b7ce80,Methane,aab83476-ec6c-3742-af85-15d320b7ce80,0.00833,,ELEMENTARY_FLOW,Elementary Flows; emission; air,,False,biosphere,,,,ELEMENTARY_FLOW
Copper,c3b2244dbba5469d839dca55eb479986,GLO,"This inventory is for the production of refined Copper from sulfide ore (2% grade). Based on report by Argonne National lab on LCI of critical minerals/materials (Krishnamoorthy and Kelly, 2022)

- material left out is ammonium nitrate (used in quantity of 0.375 kg/kg), and Baryte (BaSO4) in 0.0015 kg/kg, graphite electrodes at 0.0002, copper powder (0.0002648), nitric acid (0.0001817), hydrogen peroxide (0.0024 kg/kg)

mining is 81% diesel, 19% electricity
benefication is 100% electricty 

biosphere flows are derived from : https://doi.org/10.1016/j.resconrec.2019.03.020",Nitrous oxide,cfee0524-7ad6-300b-b050-6249135a2492,Nitrous oxide,cfee0524-7ad6-300b-b050-6249135a2492,4.91e-05,,ELEMENTARY_FLOW,Elementary Flows; emission; air,,False,biosphere,,,,ELEMENTARY_FLOW
Copper,c3b2244dbba5469d839dca55eb479986,GLO,"This inventory is for the production of refined Copper from sulfide ore (2% grade). Based on report by Argonne National lab on LCI of critical minerals/materials (Krishnamoorthy and Kelly, 2022)

- material left out is ammonium nitrate (used in quantity of 0.375 kg/kg), and Baryte (BaSO4) in 0.0015 kg/kg, graphite electrodes at 0.0002, copper powder (0.0002648), nitric acid (0.0001817), hydrogen peroxide (0.0024 kg/kg)

mining is 81% diesel, 19% electricity
benefication is 100% electricty 

biosphere flows are derived from : https://doi.org/10.1016/j.resconrec.2019.03.020",Sulfuric acid,0838fbf7-0add-3353-ba9a-b187edeb85d6,Sulfuric acid,0838fbf7-0add-3353-ba9a-b187edeb85d6,0.000553,,ELEMENTARY_FLOW,Elementary Flows; emission; air,,False,biosphere,,,,ELEMENTARY_FLOW
